pin_code,low_risk_count_0,high_risk_count_1,total_customers,state,zone,district,latitude,longitude
388510,8,7,15,Gujarat,Vadodara,Anand,22.357341314923783,73.00600474447847
413716,2,8,10,Maharashtra,Pune,Shrirampur,19.47903620271028,74.63985706768504
413717,9,12,21,Maharashtra,Pune,Shrirampur,19.58123746506014,74.72375021831272
413714,11,11,22,Maharashtra,Pune,Shrirampur,19.562101942491488,74.36944489349098
413715,7,13,20,Maharashtra,Pune,Shrirampur,19.56114623155112,74.6329723298833
413712,9,10,19,Maharashtra,Pune,Shrirampur,19.57896893347908,74.51354924506828
413713,5,7,12,Maharashtra,Pune,Shrirampur,19.597829675079552,74.46980275565855
413710,9,9,18,Maharashtra,Pune,Shrirampur,19.53319784418402,74.54864306223008
413711,12,8,20,Maharashtra,Pune,Shrirampur,19.505579649815104,74.47338586024924
365550,8,16,24,Gujarat,Rajkot,Amreli,21.021901704221435,71.24748510280344
721642,11,8,19,West Bengal,South Bengal,Tamluk,22.194210981987826,87.76613510479068
721643,11,16,27,West Bengal,South Bengal,Tamluk,22.203291035860644,87.89792504014189
413718,9,12,21,Maharashtra,Pune,Shrirampur,19.71257797676329,74.71953356449998
413719,14,10,24,Maharashtra,Pune,Shrirampur,19.701604211337155,74.55945669021457
721641,12,7,19,West Bengal,South Bengal,Tamluk,22.48326838626021,87.74595501073986
721635,14,10,24,West Bengal,South Bengal,Tamluk,22.11959966539437,88.13664325479803
721636,4,7,11,West Bengal,South Bengal,Tamluk,22.287833735508585,87.9262364096456
721633,9,7,16,West Bengal,South Bengal,Tamluk,22.133651760564028,87.83631467477478
145002,12,7,19,Punjab,Punjab West,Gurdaspur,32.39890395991741,75.7838695386986
721634,7,4,11,West Bengal,South Bengal,Tamluk,22.351703463313996,87.77964904848476
721637,12,8,20,West Bengal,South Bengal,Tamluk,22.330494533574495,87.9336746625962
627101,11,10,21,Tamilnadu,"Southern , Madurai",Tirunelveli,8.421739407959292,77.64675440449133
721638,12,10,22,Unknown,Unknown,Unknown,,
364210,7,13,20,Gujarat,Rajkot,Bhavnagar,21.718324373135598,71.84257947816583
627102,10,4,14,Tamilnadu,"Southern , Madurai",Tirunelveli,8.469910168707308,77.59406697687389
627103,9,2,11,Tamilnadu,"Southern , Madurai",Tirunelveli,8.445329581377223,77.61495246810213
365541,8,7,15,Gujarat,Rajkot,Amreli,20.905749269410183,71.45102620495152
413720,6,8,14,Maharashtra,Pune,Shrirampur,19.626336154482146,74.60613638611353
627104,11,1,12,Tamilnadu,"Southern , Madurai",Tirunelveli,8.204906987119015,77.75655091241238
627105,8,8,16,Tamilnadu,"Southern , Madurai",Tirunelveli,8.269443259907057,77.5823516699611
627106,7,7,14,Tamilnadu,"Southern , Madurai",Tirunelveli,8.190787455730298,77.69165331847104
627107,14,10,24,Tamilnadu,"Southern , Madurai",Tirunelveli,8.46821881490774,77.55983307922477
627108,15,11,26,Tamilnadu,"Southern , Madurai",Tirunelveli,8.486611533456497,77.67461609430683
627109,9,12,21,Tamilnadu,"Southern , Madurai",Tirunelveli,8.314307357540724,77.5967075929251
413728,10,8,18,Maharashtra,Pune,Ahmednagar,18.755971160390384,74.68551912298814
413725,9,9,18,Maharashtra,Pune,Shrirampur,19.60562138181663,74.81513186925496
413726,8,9,17,Maharashtra,Pune,Ahmednagar,18.59127852157341,74.63412807087084
365560,4,12,16,Gujarat,Rajkot,Amreli,21.05033121106161,71.45525090436944
413723,8,11,19,Maharashtra,Pune,Shrirampur,19.70546149257068,74.64223031870378
364230,17,11,28,Gujarat,Rajkot,Bhavnagar,21.704680266709303,71.73108678119797
413721,8,15,23,Maharashtra,Pune,Shrirampur,19.512662153889718,74.70928797762292
413722,10,7,17,Maharashtra,Pune,Shrirampur,19.339887971113562,74.63437680451223
721631,11,7,18,West Bengal,South Bengal,Tamluk,22.001463945525135,87.99009857849657
145023,16,8,24,Punjab,Punjab West,Gurdaspur,32.322178567456845,75.61263714104398
145022,6,9,15,Punjab,Punjab West,Gurdaspur,32.43892520930328,75.85790755854327
721632,12,5,17,West Bengal,South Bengal,Tamluk,22.17494615864978,87.90723548252872
721624,10,7,17,West Bengal,South Bengal,Tamluk,22.13238766255741,87.95060467751689
721625,6,11,17,West Bengal,South Bengal,Tamluk,22.065862587951415,87.88639178132749
641407,7,8,15,Tamilnadu,"Western , Coimbatore",Tirupur,11.087539643591503,77.11955694966363
721628,8,9,17,West Bengal,South Bengal,Tamluk,22.179487799551392,87.97667382330306
627110,17,8,25,Tamilnadu,"Southern , Madurai",Tirunelveli,8.430121970643293,77.74109832004946
721629,6,4,10,West Bengal,South Bengal,Tamluk,22.24784887767521,87.78038723714022
627111,14,7,21,Tamilnadu,"Southern , Madurai",Tirunelveli,8.249875310402583,77.71829066222374
721626,11,11,22,West Bengal,South Bengal,Tamluk,22.042620692495376,87.763512709116
627112,7,9,16,Tamilnadu,"Southern , Madurai",Tirunelveli,8.319442136243376,77.73190681010267
721627,5,2,7,West Bengal,South Bengal,Tamluk,22.32135341410531,87.87480488610613
627113,8,15,23,Tamilnadu,"Southern , Madurai",Tirunelveli,8.357899268706904,77.68038934263855
627114,8,9,17,Tamilnadu,"Southern , Madurai",Tirunelveli,8.194897573007053,77.59255217365781
365555,11,8,19,Gujarat,Rajkot,Amreli,21.04659091855967,71.58963660334592
627115,8,5,13,Tamilnadu,"Southern , Madurai",Tirunelveli,8.426229600451643,77.52530151799985
641402,8,13,21,Tamilnadu,"Western , Coimbatore",Tirupur,11.009125433035152,77.12663926556017
627116,8,10,18,Tamilnadu,"Southern , Madurai",Tirunelveli,8.24601599557893,77.6246257089969
641401,12,7,19,Tamilnadu,"Western , Coimbatore",Tirupur,11.028157201087101,77.16583635273119
627117,9,8,17,Tamilnadu,"Southern , Madurai",Tirunelveli,8.378934238600648,77.61079488633459
627118,14,9,23,Tamilnadu,"Southern , Madurai",Tirunelveli,8.399869015196971,77.78761375864369
627119,12,11,23,Tamilnadu,"Southern , Madurai",Tirunelveli,8.387335638595824,77.75340040771152
603127,6,12,18,Tamilnadu,Chennai City,Chengalpattu,12.563994994060845,80.12915739400054
413738,6,6,12,Maharashtra,Pune,Shrirampur,19.45540655215629,74.38937587233575
413739,13,2,15,Maharashtra,Pune,Shrirampur,19.635100341041788,74.73517926632557
412408,12,9,21,Maharashtra,Pune,Pune Moffusil,19.062557133191895,73.83147437713107
413736,9,6,15,Maharashtra,Pune,Shrirampur,19.61005602906754,74.40530177528642
412405,15,7,22,Maharashtra,Pune,Pune Moffusil,18.96672858943105,73.96223206956314
603108,10,10,20,Tamilnadu,Chennai City,Chengalpattu,12.725163319021384,80.09290115549288
603109,11,10,21,Tamilnadu,Chennai City,Chengalpattu,12.5877989597992,80.0661622464924
412406,5,7,12,Maharashtra,Pune,Pune Moffusil,18.96884283532175,74.09355954841074
413737,6,8,14,Maharashtra,Pune,Shrirampur,19.6112044466264,74.53482113542093
412403,7,9,16,Maharashtra,Pune,Baramati,18.802641790331172,74.0552150798802
412404,8,9,17,Maharashtra,Pune,Pune Moffusil,18.924258781910854,73.76531078995457
364240,14,7,21,Gujarat,Rajkot,Bhavnagar,21.684974142711994,71.9453823765735
412401,5,8,13,Maharashtra,Pune,Pune Moffusil,19.132053414718932,73.9238987933516
412402,12,6,18,Maharashtra,Pune,Pune Moffusil,19.022303820192466,73.66110393007499
388210,6,8,14,Gujarat,Vadodara,Anand,22.625894296606074,73.14913524753366
412409,12,7,19,Maharashtra,Pune,Pune Moffusil,19.29633383944598,73.93759099073786
721657,8,10,18,West Bengal,South Bengal,Tamluk,22.064244151823747,88.06764759984982
145027,11,8,19,Punjab,Punjab West,Gurdaspur,32.29855789269353,75.3765127146401
639109,5,11,16,Tamilnadu,"Central , Trichirapalli",Karur,10.825429306021023,77.99271842943135
721658,13,11,24,West Bengal,South Bengal,Tamluk,22.16690152076167,88.1099591186579
121015,9,7,16,Haryana,,Faridabad,28.34448367713237,77.27786441555433
145026,5,2,7,Punjab,Punjab West,Gurdaspur,32.27190186378889,75.43601761053117
401703,8,12,20,Maharashtra,Navi Mumbai,Palghar,20.057724067016874,72.74823781458139
721655,8,7,15,West Bengal,South Bengal,Tamluk,22.02844465192047,87.82352603307268
388205,9,7,16,Gujarat,Vadodara,Anand,22.648992663509244,73.04565401210952
145025,11,9,20,Punjab,Punjab West,Gurdaspur,32.228472108966265,75.56099771451198
639108,9,6,15,Tamilnadu,"Central , Trichirapalli",Karur,10.931168365127368,78.21436775343746
401702,8,9,17,Maharashtra,Navi Mumbai,Palghar,20.082319199338897,72.76501716006199
145024,10,4,14,Punjab,Punjab West,Gurdaspur,32.363923424208295,75.613804146435
721656,7,4,11,West Bengal,South Bengal,Tamluk,22.078339396330357,87.95309934345435
639107,5,6,11,Tamilnadu,"Central , Trichirapalli",Karur,10.889981264848144,78.44531222809411
401701,8,6,14,Maharashtra,Navi Mumbai,Palghar,20.110214595010756,72.7918967192909
121012,10,6,16,Haryana,,Faridabad,28.423619453769,77.29077854852159
627120,10,7,17,Tamilnadu,"Southern , Madurai",Tirunelveli,8.157233323192457,77.62469706132627
603110,6,10,16,Tamilnadu,Chennai City,Chengalpattu,12.736021666470906,80.16787366468125
639105,12,7,19,Tamilnadu,"Central , Trichirapalli",Karur,10.933470217783439,78.34347714683143
121014,10,4,14,Haryana,,Faridabad,28.41634384848421,77.36812976315346
639104,12,5,17,Tamilnadu,"Central , Trichirapalli",Karur,10.940220815625613,78.42116677107126
721659,7,12,19,West Bengal,South Bengal,Tamluk,22.080853260034914,87.8366113103971
145029,8,8,16,Punjab,Punjab West,Gurdaspur,32.38981884346931,75.71193484140596
121013,11,9,20,Haryana,,Faridabad,28.478524169989257,77.33376381887935
639103,10,6,16,Tamilnadu,"Central , Trichirapalli",Tiruchirapalli,10.815893533348364,78.57866411901816
639102,9,8,17,Tamilnadu,"Central , Trichirapalli",Karur,10.90742243859657,78.2610772659148
412410,10,7,17,Maharashtra,Pune,Pune Moffusil,19.13476678156817,74.183320667517
639101,6,5,11,Tamilnadu,"Central , Trichirapalli",Tiruchirapalli,10.859597343602314,78.61839146479507
412411,10,8,18,Maharashtra,Pune,Pune Moffusil,19.206339750942526,74.1162464147101
603111,17,12,29,Tamilnadu,Chennai City,Chengalpattu,12.651619594844146,79.95392595708097
341551,10,8,18,Rajasthan,Jodhpur,Nagaur,27.400532087826452,74.79982898920875
627127,15,7,22,Tamilnadu,"Southern , Madurai",Tirunelveli,8.148246820997386,77.59709455572707
603112,12,5,17,Tamilnadu,Chennai City,Tambaram,12.800361089048437,80.24200483351345
605759,7,7,14,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.981801991501547,79.20394214057657
364250,5,14,19,Gujarat,Rajkot,Bhavnagar,21.685428464115166,71.88662511213843
412412,10,8,18,Maharashtra,Pune,Pune Moffusil,19.168644689442715,74.04723741108488
721650,11,10,21,West Bengal,South Bengal,Tamluk,22.017877171244802,87.90205573803422
121010,6,9,15,Haryana,,Faridabad,28.451027982918664,77.294655771428
721653,6,7,13,West Bengal,South Bengal,Tamluk,22.3221099361694,87.82233412369014
721654,7,11,18,West Bengal,South Bengal,Tamluk,22.123189018757348,88.01966435675517
721651,14,5,19,West Bengal,South Bengal,Tamluk,22.26563405189685,87.8160458046739
721652,12,16,28,West Bengal,South Bengal,Tamluk,22.21017810134912,87.84875043707235
721646,10,16,26,West Bengal,South Bengal,Tamluk,21.92991865119786,87.98404391307473
121005,6,16,22,Haryana,,Faridabad,28.363259962585296,77.28911230291196
121004,9,8,17,Haryana,,Faridabad,28.300843023576967,77.3196474190051
721647,12,8,20,West Bengal,South Bengal,Tamluk,22.299837819657157,87.77253251300452
639119,8,6,14,Tamilnadu,"Central , Trichirapalli",Karur,10.824320131371103,78.30025298766313
171301,14,13,27,Himachal Pradesh,,Shimla,31.22363109151754,77.106721533629
721644,8,6,14,West Bengal,South Bengal,Tamluk,22.256254128036378,87.73065322131279
121007,13,6,19,Haryana,,Faridabad,28.396135802391083,77.34017308116103
639118,7,10,17,Tamilnadu,"Central , Trichirapalli",Karur,10.834831625428937,78.12347455374402
121006,11,7,18,Haryana,,Faridabad,28.363945661601775,77.34439233979501
721645,12,6,18,West Bengal,South Bengal,Tamluk,22.104127555087064,88.05844295264822
121001,11,11,22,Haryana,,Faridabad,28.395808277745843,77.29120063497655
639117,8,8,16,Tamilnadu,"Central , Trichirapalli",Karur,11.058138316276324,77.96460951230885
639116,5,12,17,Tamilnadu,"Central , Trichirapalli",Karur,11.029189265109169,78.11488391467948
639115,8,8,16,Tamilnadu,"Central , Trichirapalli",Tiruchirapalli,10.881408433050941,78.57027803639217
721648,13,20,33,West Bengal,South Bengal,Tamluk,22.245392376212124,87.93877214760286
627133,7,10,17,Tamilnadu,"Southern , Madurai",Tirunelveli,8.292313198221525,77.55825054815162
121003,12,9,21,Haryana,,Faridabad,28.463567536734253,77.33370268802034
721649,11,7,18,West Bengal,South Bengal,Tamluk,22.272626428132067,87.8654377577224
121002,4,11,15,Haryana,,Faridabad,28.43217821670577,77.37980790034173
639114,11,6,17,Tamilnadu,"Central , Trichirapalli",Karur,10.930595314795934,78.15915862859325
639113,17,5,22,Tamilnadu,"Central , Trichirapalli",Karur,11.065049214595655,78.05010208939316
603102,5,11,16,Tamilnadu,Chennai City,Chengalpattu,12.5327040701472,80.11756665755867
603103,8,8,16,Tamilnadu,Chennai City,Tambaram,12.789728057429901,80.20848517459531
639112,6,6,12,Tamilnadu,"Central , Trichirapalli",Tiruchirapalli,10.895703794093805,78.49175586895063
639111,10,7,17,Tamilnadu,"Central , Trichirapalli",Karur,10.972135637330691,77.91632550617005
639110,6,11,17,Tamilnadu,"Central , Trichirapalli",Karur,10.83016251297307,78.50455092883021
603101,11,4,15,Tamilnadu,Chennai City,Chengalpattu,12.758771741257297,79.92621946140576
603106,8,9,17,Tamilnadu,Chennai City,Chengalpattu,12.724254788055775,79.91004285750486
121009,9,9,18,Haryana,,Faridabad,28.485632961567227,77.28647834984635
121008,8,9,17,Haryana,,Faridabad,28.433476515039654,77.31701453711763
603107,5,10,15,Tamilnadu,Chennai City,Chengalpattu,12.658499898162408,79.85937646015837
603104,13,10,23,Tamilnadu,Chennai City,Chengalpattu,12.65311402681251,80.18545656159435
603105,13,5,18,Tamilnadu,Chennai City,Chengalpattu,12.657869326884555,80.10802339547313
605766,6,0,6,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.925113318867798,79.13488519311261
364260,10,10,20,Gujarat,Rajkot,Bhavnagar,21.549508495949855,71.9826217543365
678722,11,8,19,Kerala,Calicut,Palghat,10.709585385670186,76.49995586217531
388230,10,11,21,Gujarat,Vadodara,Anand,22.71412290245314,73.22040799734434
581209,11,7,18,Karnataka,North Karnataka,Dharwad,15.442969087865603,75.3206058293826
581208,7,11,18,Karnataka,North Karnataka,Haveri,14.534747168567351,75.56802832193151
388225,9,15,24,Gujarat,Vadodara,Anand,22.820864360568745,73.13150850899787
581205,7,13,20,Karnataka,North Karnataka,Haveri,15.047980910466205,75.21642705664053
581204,8,7,15,Karnataka,North Karnataka,Dharwad,15.160904660090523,74.96290975556958
581207,10,6,16,Karnataka,North Karnataka,Dharwad,15.201725752469105,75.15536057378146
581206,6,6,12,Karnataka,North Karnataka,Dharwad,15.594323206597329,75.01038203970111
678732,7,6,13,Kerala,Calicut,Palghat,10.800464182735217,76.68978257480616
581201,5,6,11,Karnataka,North Karnataka,Dharwad,15.591217046022384,75.10676004180907
605754,8,14,22,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,12.024138096719046,79.0784308112617
678731,12,11,23,Kerala,Calicut,Palghat,10.80661379690054,76.62295843288018
581203,10,4,14,Karnataka,North Karnataka,Haveri,14.895911804121354,75.13622875275139
605752,12,13,25,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.987059451494767,79.24019683763133
581202,11,10,21,Karnataka,North Karnataka,Haveri,14.89838678010913,75.27229131679915
605751,10,3,13,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.882061141399852,79.1609197983358
605758,9,7,16,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,12.038655648666,79.19195221373309
639120,10,7,17,Tamilnadu,"Central , Trichirapalli",Karur,10.82066472772007,78.3898979607496
605757,8,11,19,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.953733111799663,79.22149069704064
341533,5,10,15,Rajasthan,Jodhpur,Nagaur,27.04617365853647,74.89441720714244
605756,11,10,21,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.988966832328975,79.17664762640715
605755,8,2,10,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.968353966624642,79.31547786203497
604408,8,6,14,Tamilnadu,Chennai City,Tiruvannamalai,12.5271022978044,79.60933556035462
604409,9,7,16,Tamilnadu,Chennai City,Tiruvannamalai,12.632874898373109,79.46809150515381
604406,6,8,14,Tamilnadu,Chennai City,Tiruvannamalai,12.39385430194421,79.58489005819355
364270,10,11,21,Gujarat,Rajkot,Bhavnagar,21.5157011256436,71.82066452421698
604407,9,9,18,Tamilnadu,Chennai City,Tiruvannamalai,12.70286285617945,79.51920736156818
364275,10,7,17,Gujarat,Rajkot,Bhavnagar,21.59724830495831,71.65356329309422
388220,8,7,15,Gujarat,Vadodara,Anand,22.70128316750704,73.09856881957114
627151,8,5,13,Tamilnadu,"Southern , Madurai",Tirunelveli,8.59188559972577,77.71940436537447
627152,6,10,16,Tamilnadu,"Southern , Madurai",Tirunelveli,8.584439996742326,77.65441734689814
388215,3,12,15,Gujarat,Vadodara,Anand,22.732824691731064,73.08460135396928
639136,11,8,19,Tamilnadu,"Central , Trichirapalli",Karur,11.017941289886116,77.99261485762752
604411,7,10,17,Unknown,Unknown,Unknown,,
581212,15,12,27,Karnataka,North Karnataka,Haveri,15.12006030856501,75.1186254329807
341520,11,11,22,Rajasthan,Jodhpur,Nagaur,26.990132412608965,74.57136610519987
364265,11,2,13,Gujarat,Rajkot,Bhavnagar,21.49528797735976,71.72874095305241
581211,12,12,24,Karnataka,North Karnataka,Haveri,14.679979219173685,75.74516213536413
604410,10,14,24,Tamilnadu,Chennai City,Tiruvannamalai,12.777193078458563,79.60518211041337
581213,7,12,19,Karnataka,North Karnataka,Haveri,14.915719432031324,75.57153928916696
581210,13,12,25,Karnataka,North Karnataka,Haveri,14.334813357214934,75.50902789169324
341521,10,7,17,Rajasthan,Jodhpur,Nagaur,26.756649750643753,74.28627547206692
133005,8,6,14,Haryana,,Ambala,30.35310318419041,76.88796044130477
364280,11,10,21,Gujarat,Rajkot,Bhavnagar,21.232684880169263,71.63077821757915
678706,4,13,17,Kerala,Calicut,Palghat,10.492680695429554,76.55011231304096
221705,6,16,22,Uttar Pradesh,Gorakhpur,Azamgarh,25.94927204670489,83.6485186874428
133006,15,14,29,Haryana,,Ambala,30.319238104214065,76.875571076806
678705,10,4,14,Kerala,Calicut,Palghat,10.59479716525085,76.52090538256874
133008,11,11,22,Haryana,,Ambala,30.24152899746227,76.78473593247554
678704,8,12,20,Kerala,Calicut,Palghat,10.60534704400834,76.54666114286115
133001,9,9,18,Haryana,,Ambala,30.350304559657687,76.83583795120767
678703,8,3,11,Kerala,Calicut,Palghat,10.61315514574929,76.58161350221627
221709,9,8,17,Uttar Pradesh,Varanasi,Ballia,25.951182011562256,83.95229310963644
678702,12,4,16,Kerala,Calicut,Palghat,10.702676201421351,76.58772224914169
678701,12,8,20,Kerala,Calicut,Palghat,10.733582570894354,76.64739775297565
221706,7,10,17,Uttar Pradesh,Gorakhpur,Azamgarh,25.92389393250742,83.72840520409896
133004,4,4,8,Haryana,,Ambala,30.291553451069124,76.83601170712737
388255,8,9,17,Gujarat,Vadodara,Anand,22.99054342375464,73.3448600854087
207401,10,8,18,Uttar Pradesh,Agra,Etah,27.741561118129205,78.5527664569287
388250,9,9,18,Gujarat,Vadodara,Anand,22.83712759323939,73.25428081420804
207402,15,11,26,Uttar Pradesh,Agra,Etah,27.88455185793571,78.8324874021371
221701,7,9,16,Uttar Pradesh,Varanasi,Ballia,25.822576380719894,83.96904282264212
207403,9,13,22,Uttar Pradesh,Agra,Etah,27.923040763364867,78.68919514567827
341517,7,10,17,Rajasthan,Jodhpur,Nagaur,27.240682816448302,74.71088398522521
341516,9,11,20,Rajasthan,Jodhpur,Nagaur,27.30043973895842,74.85875999938847
341515,15,8,23,Rajasthan,Jodhpur,Nagaur,26.697421238977707,74.53835581515689
341514,16,12,28,Rajasthan,Jodhpur,Nagaur,26.827123852423384,74.10615100515166
341519,7,4,11,Rajasthan,Jodhpur,Nagaur,27.240858970073823,74.84800918244403
388245,10,9,19,Gujarat,Vadodara,Anand,22.811553873742685,73.33909607856684
341518,11,10,21,Rajasthan,Jodhpur,Nagaur,26.465170801645055,74.07931613113487
604401,13,6,19,Tamilnadu,Chennai City,Tiruvannamalai,12.620667245001622,79.56890027576873
133010,13,13,26,Haryana,,Ambala,30.38850111582603,76.87184643945902
341513,15,8,23,Rajasthan,Jodhpur,Nagaur,26.504759888244,74.27803011151266
604404,13,13,26,Tamilnadu,Chennai City,Tiruvannamalai,12.56156830521402,79.54669441757203
604405,4,9,13,Tamilnadu,Chennai City,Tiruvannamalai,12.464005022169463,79.654513171093
341512,5,8,13,Rajasthan,Jodhpur,Nagaur,26.824534959254812,74.69588661357504
604402,9,5,14,Tamilnadu,Chennai City,Tiruvannamalai,12.763827507844661,79.5386400752981
341511,7,6,13,Rajasthan,Jodhpur,Nagaur,26.768142764251028,73.90027800989729
341510,12,9,21,Rajasthan,Jodhpur,Nagaur,26.57821354618484,73.99414888410928
604403,12,6,18,Tamilnadu,Chennai City,Tiruvannamalai,12.491208175105534,79.70901811345858
413705,10,10,20,Maharashtra,Pune,Shrirampur,19.376094417572016,74.62517909651196
364290,10,8,18,Gujarat,Rajkot,Bhavnagar,21.112360048869295,71.74002161272453
413706,11,9,20,Maharashtra,Pune,Shrirampur,19.41671210978293,74.5028372161585
413703,7,6,13,Maharashtra,Pune,Ahmednagar,18.850005143579576,74.59030937220948
413704,10,4,14,Maharashtra,Pune,Ahmednagar,19.306626212941218,74.71944717226116
413701,10,6,16,Maharashtra,Pune,Ahmednagar,18.611017594804142,74.76120042329948
364295,8,11,19,Gujarat,Rajkot,Bhavnagar,21.21276984460382,71.82701312579545
413702,10,4,14,Maharashtra,Pune,Ahmednagar,18.76058887022163,74.52313252263382
413709,7,8,15,Maharashtra,Pune,Shrirampur,19.623192113221403,74.65504283064925
145001,8,13,21,Punjab,Punjab West,Gurdaspur,32.30780277875273,75.71522933990947
413707,12,6,18,Maharashtra,Pune,Shrirampur,19.769506154809815,74.6034446323486
413708,6,9,15,Maharashtra,Pune,Shrirampur,19.83509346158335,74.56363994483678
341506,15,8,23,Rajasthan,Jodhpur,Nagaur,27.29615269139015,74.68582446874937
721602,8,16,24,West Bengal,South Bengal,Tamluk,22.073162107128773,88.13346187562476
721603,10,8,18,West Bengal,South Bengal,Tamluk,22.185196437522123,88.04349009595292
341505,9,8,17,Rajasthan,Jodhpur,Nagaur,27.09484176338703,74.74340810362318
341504,8,14,22,Rajasthan,Jodhpur,Nagaur,26.98061468069928,74.446676122279
721601,7,13,20,West Bengal,South Bengal,Tamluk,22.11830866203488,87.74608194160922
341503,7,4,11,Rajasthan,Jodhpur,Nagaur,26.913267251999333,74.28469781631487
388239,10,8,18,Gujarat,Vadodara,Anand,22.860240460231715,73.3558168245824
721606,10,6,16,West Bengal,South Bengal,Tamluk,22.04883493410115,88.11119787741508
721607,9,6,15,West Bengal,South Bengal,Tamluk,22.03058806387575,88.06312649973376
341509,7,9,16,Rajasthan,Jodhpur,Nagaur,26.99507798652175,75.06399445162546
581237,3,9,12,Karnataka,North Karnataka,Haveri,14.985895499263036,75.49159220623747
341508,10,8,18,Rajasthan,Jodhpur,Nagaur,27.16123737030452,74.8833833235235
721604,7,5,12,West Bengal,South Bengal,Tamluk,22.041659702652233,88.08947827089243
341507,11,16,27,Rajasthan,Jodhpur,Nagaur,27.110601562601218,75.14446691102775
388235,11,9,20,Gujarat,Vadodara,Anand,22.926527784832583,73.3115652104938
678721,9,7,16,Kerala,Calicut,Palghat,10.712195166532997,76.54006564061069
341502,11,7,18,Rajasthan,Jodhpur,Nagaur,27.055040749678845,74.62263501485896
341501,7,6,13,Rajasthan,Jodhpur,Nagaur,26.897060976312236,74.57200850845089
755016,8,15,23,Odisha,Bhubaneswar HQ,JAJPUR,20.726358520248176,86.5504555098246
755017,10,6,16,Odisha,Bhubaneswar HQ,JAJPUR,20.764874230644185,86.30094525547263
755014,16,6,22,Odisha,Bhubaneswar HQ,JAJPUR,20.81727228628049,86.40887800109216
755015,11,8,19,Odisha,Bhubaneswar HQ,JAJPUR,20.87529254097736,86.13861565789185
755012,12,12,24,Odisha,Bhubaneswar HQ,JAJPUR,20.70898137324878,86.45406039457603
755013,6,4,10,Odisha,Bhubaneswar HQ,JAJPUR,20.76866882587479,86.48728928661464
755010,11,7,18,Odisha,Bhubaneswar HQ,JAJPUR,20.64380863957069,86.40382606449485
755011,8,13,21,Odisha,Bhubaneswar HQ,JAJPUR,20.80261002543003,86.55854064789649
532243,12,8,20,Andhra Pradesh,Visakhapatnam,Srikakulam,18.81856681273233,84.51290129789695
532242,13,8,21,Andhra Pradesh,Visakhapatnam,Srikakulam,18.867586205559036,84.44567308711854
388270,13,8,21,Gujarat,Vadodara,Panchmahals,23.10894625022467,73.4713765487815
767001,13,9,22,Odisha,Sambalpur,Balangir,20.72220171082556,83.49313735959777
767002,9,7,16,Odisha,Sambalpur,Balangir,20.692657940053206,83.56748777850261
755009,4,6,10,Odisha,Bhubaneswar HQ,JAJPUR,20.805758996522517,86.23509809348032
755007,11,11,22,Odisha,Bhubaneswar HQ,JAJPUR,20.85152768229822,86.31776467955952
755008,5,6,11,Odisha,Bhubaneswar HQ,JAJPUR,20.760779258770405,86.17693403616016
755027,8,8,16,Odisha,Bhubaneswar HQ,JAJPUR,20.754833185413194,86.38065551855526
221715,17,7,24,Uttar Pradesh,Varanasi,Ballia,26.108612909043217,83.87016531909401
221716,9,8,17,Uttar Pradesh,Varanasi,Ballia,26.043745338791023,83.72685347528454
755028,7,9,16,Odisha,Bhubaneswar HQ,JAJPUR,21.07216637015803,85.76999954077328
221713,12,8,20,Uttar Pradesh,Varanasi,Ballia,25.741066112308232,83.97602727377533
755025,10,12,22,Odisha,Bhubaneswar HQ,JAJPUR,20.996866072696875,86.2389190959071
755026,11,9,20,Odisha,Bhubaneswar HQ,JAJPUR,20.94992140609739,86.02191070654895
755023,11,8,19,Odisha,Bhubaneswar HQ,JAJPUR,20.80943037537528,86.05933370286921
755024,10,10,20,Odisha,Bhubaneswar HQ,JAJPUR,20.73546063915816,86.12059826098152
221717,8,0,8,Uttar Pradesh,Varanasi,Ballia,26.05694101376565,83.96812623248437
755022,12,5,17,Odisha,Bhubaneswar HQ,JAJPUR,20.988811866266968,86.18052990257858
221718,8,7,15,Uttar Pradesh,Varanasi,Ballia,26.04594895264203,83.802150749528
388265,11,8,19,Gujarat,Vadodara,Anand,23.08863618371984,73.31669980747745
755020,9,6,15,Odisha,Bhubaneswar HQ,JAJPUR,20.946606294124955,86.1081637199915
221711,9,7,16,Uttar Pradesh,Varanasi,Ballia,25.97258574491126,83.86517028136987
221712,10,7,17,Uttar Pradesh,Varanasi,Ballia,25.854273125114002,83.85385766868986
388260,9,6,15,Gujarat,Vadodara,Anand,23.21240906697604,73.44631701860268
533577,8,7,15,Andhra Pradesh,Visakhapatnam,Amalapuram,16.621180563204277,82.02652489285398
755018,9,8,17,Odisha,Bhubaneswar HQ,JAJPUR,20.97207600053405,85.89146522897286
