order_value,item_quantity,identical_items,payment_method,failed_payment_attempts,order_hour,checkout_time_sec,address_mismatch,order_velocity,customer_tenure_days,order_risk_label
11220.57,9,5,0,3,7,12,0,6,464,1
29693.92,7,7,1,4,23,258,1,8,948,1
30872.12,2,1,1,0,16,483,1,7,114,0
34439.90,2,0,0,4,3,206,0,3,462,0
10471.26,1,0,1,1,1,30,1,4,1164,0
19926.68,9,5,1,4,11,331,1,4,1125,1
13776.64,2,2,0,0,11,503,1,2,553,0
31079.50,1,1,0,4,1,211,0,3,158,0
28966.24,8,7,0,0,12,157,1,1,889,1
4455.73,1,1,1,4,23,75,0,2,1437,0
4146.61,6,5,0,1,1,581,0,2,1131,0
34975.28,8,4,0,1,5,453,0,5,222,1
24903.23,2,0,1,2,5,411,0,1,929,0
11249.84,6,0,0,2,17,225,0,4,1287,0
28024.88,10,3,0,2,0,359,1,3,1454,0
6287.64,2,1,1,4,1,353,0,4,1482,0
26080.10,2,1,1,2,1,431,0,7,756,0
37336.83,10,9,1,2,23,37,1,6,910,1
970.76,2,1,1,4,4,365,1,8,1462,1
37120.76,3,1,1,1,2,50,0,1,567,0
5524.09,6,4,1,4,13,326,1,8,37,1
35742.44,9,0,1,0,23,125,0,6,942,0
17952.05,1,0,0,3,7,118,0,3,132,0
11905.74,6,5,1,2,19,475,0,3,1260,1
17371.92,5,4,1,2,7,473,1,5,1314,1
25960.84,4,2,1,1,1,281,0,4,206,0
25306.49,2,0,0,4,13,447,0,1,830,0
27127.05,8,6,1,1,13,321,1,1,388,1
11066.71,1,0,1,1,11,130,1,1,889,0
21598.71,9,5,1,4,16,595,1,6,744,1
21280.71,2,1,1,2,9,11,1,6,654,1
31449.00,1,0,1,3,0,290,1,1,900,1
19429.46,7,3,1,2,21,301,1,2,61,0
10218.58,1,0,0,0,5,13,1,4,653,0
19089.15,7,7,1,1,12,346,0,4,1450,0
333.10,7,6,1,3,17,101,1,6,1311,1
11045.37,2,1,1,3,6,320,0,1,383,0
15109.40,3,1,0,4,20,74,0,3,632,0
25666.18,9,2,0,4,19,37,0,8,887,1
37552.97,10,9,1,2,11,528,1,5,808,1
12205.42,5,0,0,0,2,491,1,6,561,1
31406.94,7,7,1,1,7,207,1,7,1313,1
21805.19,3,2,1,0,18,196,1,3,301,0
704.76,8,0,0,2,2,412,0,8,1319,0
37565.94,10,3,0,2,9,153,1,5,221,1
12458.10,6,5,0,4,1,266,0,8,55,1
31240.01,10,9,1,2,6,563,1,3,1462,1
9204.75,8,6,1,3,12,331,1,3,1018,0
3943.62,3,1,1,2,20,277,1,3,1375,0
28902.61,10,1,1,3,3,578,1,1,660,1
25879.35,9,3,1,2,21,242,0,5,193,1
27515.91,9,7,1,0,19,208,1,2,515,0
6532.74,6,5,1,2,4,294,0,7,1407,1
5817.49,4,2,0,2,13,370,1,4,1395,0
39139.69,3,1,1,4,1,128,1,5,1021,1
25799.07,10,2,1,0,5,196,0,3,1162,1
3546.51,5,3,0,2,16,97,1,7,597,0
14046.15,10,8,1,0,17,270,1,5,311,1
15500.64,5,4,1,4,7,432,0,1,111,1
26508.12,7,0,0,4,1,174,1,7,1009,1
19311.40,9,4,0,0,12,541,1,1,948,1
11615.32,2,2,0,0,5,112,1,5,15,0
37393.13,10,3,1,0,9,560,1,5,490,1
33686.37,3,0,0,0,16,341,1,7,834,0
24221.33,2,0,0,4,2,281,1,6,1050,1
1233.85,3,1,1,1,2,446,1,5,320,0
39301.58,5,2,0,0,20,223,1,6,1034,1
9302.97,4,3,1,1,17,333,0,7,404,0
23542.80,9,6,1,2,23,242,1,6,218,1
39555.27,6,0,1,4,14,596,1,2,198,1
38057.49,10,9,1,0,18,12,0,5,556,1
17927.27,10,5,0,4,18,535,1,4,57,1
33203.89,8,8,1,4,14,571,1,8,517,1
22607.93,5,5,1,0,0,409,0,6,691,1
434.35,9,3,1,2,5,394,0,8,1157,1
5710.75,9,3,0,1,19,605,0,8,790,0
30124.63,1,0,1,2,15,435,1,1,1406,0
15255.74,2,0,1,2,16,248,0,6,574,0
20997.31,9,7,0,0,20,169,0,7,1427,0
14956.50,7,6,1,4,3,539,1,5,876,1
10779.25,4,1,0,3,17,217,1,7,861,0
23735.83,4,3,1,4,20,479,1,5,981,1
23161.04,3,1,1,2,10,363,1,4,1483,1
37397.24,5,0,0,4,18,66,1,6,487,1
3136.25,9,8,0,0,3,55,1,7,1060,1
38467.41,4,3,0,4,18,206,0,2,437,0
4138.71,2,1,0,0,20,465,0,2,515,0
32208.86,3,2,0,2,2,265,0,5,904,0
16918.91,2,0,0,4,6,62,1,6,927,0
26517.65,4,1,1,0,4,449,0,4,1197,0
4247.08,3,2,1,0,22,180,1,2,1496,0
33759.26,9,7,0,1,11,423,0,7,629,0
22544.44,4,1,1,2,15,461,1,4,1154,0
28897.06,6,2,1,4,11,140,1,7,866,1
30426.34,8,3,0,4,21,262,0,4,599,1
33623.02,10,3,1,0,9,53,1,1,1348,1
27550.15,1,0,0,4,15,251,0,8,1361,0
14024.73,8,0,0,3,18,111,0,4,950,0
12253.00,9,6,1,2,23,500,1,6,434,0
18903.69,2,2,0,3,16,572,1,1,124,0
8487.52,7,0,0,4,13,429,0,4,437,0
3665.52,10,7,0,0,2,315,0,4,362,0
23158.69,6,2,1,3,4,349,1,4,288,1
2272.02,3,0,0,0,16,225,1,6,558,0
6240.64,10,4,0,0,4,442,1,1,530,0
14635.53,7,1,1,4,15,185,0,4,904,0
15842.65,4,3,1,0,1,582,0,3,1295,0
22219.86,7,0,0,3,2,394,1,7,163,1
10249.13,2,0,1,3,12,73,1,8,58,1
28306.69,5,5,0,3,12,280,1,4,66,1
30543.09,10,4,1,0,23,171,0,2,599,1
13446.59,1,1,0,3,9,141,1,1,1211,0
26166.01,10,8,1,3,6,288,1,5,296,1
21587.53,9,5,0,0,1,391,1,7,961,1
12198.76,3,2,0,4,15,574,0,6,552,0
4618.38,9,5,1,3,16,93,0,7,1133,0
11806.14,1,0,0,4,10,225,1,6,901,0
25784.69,2,2,1,3,20,54,1,5,1252,1
39773.06,2,1,1,3,22,324,1,5,749,1
35276.19,10,9,1,2,19,415,0,2,335,1
4304.89,9,7,1,4,14,308,1,2,150,1
4223.30,4,3,0,0,14,562,1,6,1204,0
28103.13,2,1,1,1,7,142,0,4,192,0
37908.75,4,1,0,4,13,424,0,6,1153,0
31983.90,4,2,0,2,18,196,1,2,1175,0
36469.80,1,0,0,0,17,124,0,7,29,0
37979.77,3,2,0,3,11,224,0,6,1289,0
16161.85,8,3,1,4,13,549,1,6,1099,1
36707.37,7,4,1,4,0,99,1,5,1420,1
4906.18,5,4,1,1,21,49,1,4,1031,1
30191.56,1,0,1,1,2,33,0,3,622,0
29030.72,5,2,1,0,11,250,0,8,916,0
8671.19,5,3,0,3,21,565,0,1,1217,0
20424.25,6,5,0,2,18,86,0,5,1289,0
6062.03,5,4,0,4,16,262,0,6,644,0
25243.36,8,4,1,4,0,275,1,2,493,1
643.69,6,1,1,0,21,582,1,2,1143,1
12728.06,7,0,0,2,5,571,0,5,643,0
23323.86,3,3,1,3,2,575,0,3,228,1
30578.09,1,0,1,2,23,567,1,7,446,1
14421.81,2,1,0,1,23,141,1,6,757,0
2858.68,1,1,1,2,18,187,0,5,587,0
10194.01,5,3,1,2,12,367,0,2,621,0
34448.55,7,6,0,1,23,132,1,4,592,0
18964.41,10,2,1,4,8,511,0,1,1308,0
11914.50,10,10,0,2,12,514,0,4,985,0
829.62,3,1,1,3,20,43,1,6,1478,1
14843.73,10,10,0,0,3,167,1,7,731,0
17924.93,3,3,1,3,21,422,1,2,573,0
7516.74,5,1,0,4,3,331,0,4,538,1
39398.35,10,4,0,0,18,374,1,6,423,1
31777.01,4,0,0,3,6,63,0,3,868,0
8419.94,8,1,0,3,17,545,1,7,1133,0
36809.74,3,2,1,3,4,469,1,8,620,1
6769.64,2,0,0,2,18,578,1,1,738,0
17698.80,1,1,0,3,13,50,1,8,215,0
678.22,3,1,1,1,8,212,0,6,1133,0
6348.76,3,1,0,3,9,220,0,4,1497,0
8963.73,7,1,0,1,18,595,1,6,1331,0
21450.30,6,0,1,1,20,11,0,4,1241,1
35197.75,10,0,0,1,2,344,1,8,1009,1
18844.87,8,1,1,3,17,550,0,5,544,1
39922.90,8,7,1,4,4,436,0,4,754,1
31934.38,8,7,1,1,14,434,1,3,586,1
1478.13,8,1,0,3,18,566,0,5,741,0
26218.33,10,0,1,4,8,382,1,2,590,1
9510.03,5,1,0,4,7,582,0,1,1001,0
7321.42,6,4,1,1,22,390,1,3,471,0
13264.59,9,1,0,3,10,337,1,1,1500,0
6453.33,6,3,1,2,6,558,0,5,308,1
21287.21,7,3,1,0,15,239,0,2,1052,0
16292.73,6,1,1,0,15,545,0,2,812,0
36700.73,6,6,0,4,7,101,0,4,83,1
7982.43,9,8,0,3,2,504,0,5,891,0
6716.70,10,6,1,0,11,339,1,5,618,0
38490.49,8,8,1,2,5,139,1,2,209,1
19679.67,8,0,1,3,3,350,0,1,930,1
40231.70,4,3,0,3,4,449,1,3,606,1
33710.45,4,0,0,1,13,301,0,2,269,0
7892.15,1,0,1,0,5,510,1,5,963,0
30517.91,2,2,1,1,6,483,0,2,1425,0
21559.39,8,8,1,1,23,46,0,6,1066,1
2300.93,9,3,1,4,22,246,0,6,937,0
10514.09,5,0,1,4,18,29,0,6,946,1
11869.18,10,2,1,1,20,30,1,5,766,0
8683.27,6,4,0,1,8,76,0,2,535,0
27532.63,1,0,0,1,9,142,1,6,716,1
2850.77,1,0,0,1,16,452,1,6,460,0
2419.09,9,8,0,2,18,278,1,7,443,0
23627.19,9,3,1,2,21,326,0,7,139,1
10758.04,10,2,1,3,21,465,0,6,669,1
21936.83,5,3,0,2,4,288,1,3,567,0
21615.33,5,4,0,4,14,537,1,6,648,1
39081.23,1,1,1,0,4,120,1,6,1283,1
4811.35,8,0,0,0,13,404,1,2,1324,0
30957.02,6,6,0,4,8,19,1,8,335,1
14711.61,8,8,0,4,21,110,1,8,1172,1
6625.16,9,3,0,1,0,158,0,1,554,0
32623.35,3,2,1,4,9,274,0,3,1177,0
2969.96,4,3,0,3,12,369,0,5,1213,1
16922.13,9,5,1,3,4,66,1,8,531,1
20131.23,5,5,1,1,0,582,1,4,784,1
8098.78,9,1,0,2,16,71,1,8,155,0
743.60,5,1,1,0,17,362,1,5,662,1
16068.99,8,2,0,4,23,231,0,8,884,0
13110.87,10,4,0,4,10,400,0,6,293,0
26924.73,2,1,1,2,0,184,1,4,202,0
31737.90,6,0,0,3,11,177,0,4,623,0
39255.19,1,1,0,4,12,194,0,3,727,0
31986.23,8,8,1,2,15,51,1,8,485,1
18971.67,9,9,0,1,3,301,0,8,785,1
29341.88,4,2,1,3,12,278,0,1,225,1
33177.21,2,0,1,4,22,344,1,2,774,1
7047.34,6,3,0,4,12,207,1,3,105,1
8303.35,7,3,0,1,16,207,0,8,1194,0
28976.33,7,7,1,2,11,280,1,4,508,1
3066.22,9,0,1,3,18,430,1,6,1030,0
30874.72,1,0,1,2,8,152,1,2,935,0
26838.76,7,1,1,3,7,128,0,4,730,0
20661.81,5,0,1,1,9,366,1,7,355,1
40145.46,9,1,1,3,17,147,1,2,1473,1
7270.06,3,2,1,1,18,324,1,2,103,0
20810.61,2,0,0,1,16,340,1,6,1216,0
28060.86,8,7,0,3,20,217,1,5,445,1
9690.01,4,4,0,1,23,182,0,4,1391,0
10602.44,7,3,0,0,13,506,1,1,333,0
7231.72,4,3,1,1,17,229,1,1,794,0
37417.29,4,4,1,1,6,427,0,8,833,0
35529.12,9,9,1,4,3,69,1,8,1210,1
26126.50,4,1,1,4,9,69,1,4,1466,1
20384.90,6,5,0,0,1,331,1,8,188,1
16000.12,8,1,0,3,19,158,0,4,422,0
11839.59,10,5,0,1,1,244,1,3,1001,1
9452.17,1,0,1,3,4,520,1,8,1357,1
16921.91,3,3,0,2,7,242,1,7,802,1
23696.58,9,1,1,2,1,307,1,2,371,1
7412.50,8,4,1,0,9,470,1,5,1100,1
16277.20,9,5,1,2,2,196,1,6,899,1
15671.30,10,3,1,0,1,294,0,8,467,1
4138.40,5,3,0,3,3,418,0,8,659,0
38783.50,8,0,1,1,0,183,1,6,395,1
26055.01,3,3,0,0,6,368,1,2,1228,0
32055.40,9,3,0,1,13,153,1,8,1188,1
19584.68,6,2,0,0,9,219,1,4,984,0
20373.57,1,1,0,2,11,322,0,7,1338,0
477.37,1,1,0,0,5,451,1,2,596,0
36273.16,9,7,1,0,9,293,0,8,940,1
21258.31,4,3,1,2,7,154,1,2,115,1
19773.92,2,1,1,0,6,307,0,6,1395,0
35024.72,7,6,0,2,11,217,1,3,674,1
9505.92,3,1,1,3,21,459,0,8,1392,1
5634.22,1,0,1,4,12,139,0,3,472,0
4646.38,7,5,1,0,6,456,1,2,1338,1
7361.60,10,9,0,0,4,419,1,3,59,1
8360.07,1,0,0,4,14,41,1,4,1365,0
37641.43,6,4,1,0,1,341,0,2,586,1
16009.07,5,3,0,1,3,290,1,7,1393,1
35997.79,3,1,1,3,18,440,0,7,1415,1
5527.94,2,0,1,2,21,376,1,4,620,0
9860.50,1,1,0,2,19,546,0,4,1393,0
39219.83,3,0,0,3,13,334,1,1,509,0
4898.99,7,1,0,3,21,242,0,3,998,0
26182.66,9,2,1,1,20,161,0,5,1482,0
2897.30,1,0,0,4,17,310,1,4,271,0
10865.66,7,4,1,3,3,406,0,6,439,1
6084.62,3,1,1,3,10,419,0,5,1435,0
32447.62,5,0,0,2,5,233,0,1,1365,0
10565.21,9,1,1,0,9,449,1,7,336,0
32281.20,3,2,1,1,3,234,0,7,1271,0
36169.30,10,6,1,1,6,154,0,8,1450,1
30764.24,1,1,1,2,14,150,0,7,751,0
6109.40,9,1,0,4,18,589,0,7,227,0
346.85,7,7,1,1,20,16,1,8,1065,1
11264.22,4,3,0,2,13,39,1,3,434,0
390.69,8,2,1,2,0,453,1,5,171,0
36588.27,8,0,0,4,4,141,0,7,370,1
34876.51,7,4,1,4,20,43,0,1,468,1
24728.50,8,0,1,3,20,130,0,7,989,1
26355.38,6,1,0,2,10,467,0,2,92,0
8654.07,5,3,0,1,9,490,0,6,315,0
26450.41,3,0,1,2,2,565,0,4,669,0
24544.91,9,5,0,3,22,234,0,2,1201,1
4921.94,3,3,1,1,21,318,1,8,39,1
7843.29,8,2,1,4,0,485,1,8,1431,1
32559.79,4,2,0,4,19,254,1,3,322,0
10915.39,6,2,0,4,17,35,0,5,162,0
34245.42,4,3,1,2,18,525,0,2,494,1
23781.03,4,4,0,0,7,510,0,5,183,0
4522.62,8,0,1,2,5,472,0,1,1247,0
23388.62,8,3,1,4,5,271,1,4,945,1
13448.04,4,0,0,2,14,607,0,4,582,0
32463.00,8,1,0,2,8,412,1,6,1363,0
20358.97,4,0,1,3,21,581,0,6,248,1
11028.74,9,0,1,2,3,186,0,6,557,0
35106.47,10,1,1,1,13,84,0,7,689,0
37838.40,2,2,1,1,20,582,0,2,1192,0
26967.70,1,0,1,0,22,277,0,8,626,0
18546.68,2,2,0,4,19,66,1,6,281,0
32027.19,2,0,1,4,13,549,1,1,23,1
7957.75,4,4,1,1,5,562,1,2,43,1
18089.95,8,6,0,1,6,112,0,1,899,0
10607.96,10,7,0,2,4,60,1,6,710,0
24795.17,8,1,1,1,20,31,1,5,1439,0
4813.07,4,2,0,2,21,255,1,4,122,0
21876.92,9,7,0,3,18,139,1,4,263,1
22312.50,3,2,0,2,23,220,0,7,113,0
38824.78,6,4,0,1,13,508,1,1,1162,0
22000.51,6,1,0,1,20,321,1,5,280,0
37810.52,3,1,0,1,7,392,0,6,1088,0
30030.88,5,2,1,3,19,458,0,4,589,1
33008.28,9,3,0,0,15,310,1,4,662,0
21380.35,4,0,1,1,2,321,0,7,456,1
13604.58,8,8,0,1,4,86,0,5,108,1
6406.85,4,2,1,2,20,449,1,7,1111,0
36441.51,4,0,0,4,11,542,0,1,167,0
20737.38,4,1,0,1,7,586,1,4,316,0
34474.74,7,1,0,0,3,385,0,6,612,0
1893.48,5,1,1,3,16,52,0,3,1113,0
17319.35,8,7,1,3,8,326,0,6,1350,1
1916.81,5,1,0,1,3,177,0,4,900,0
37339.46,1,0,0,3,14,152,0,7,100,0
26237.72,2,1,0,4,16,230,0,4,153,0
34949.24,7,6,0,4,23,256,1,2,140,1
1196.12,8,7,0,1,10,214,0,7,1113,0
31519.40,3,1,0,2,4,563,1,6,577,1
12461.13,1,1,0,4,12,208,0,1,1228,0
36660.27,4,3,1,0,22,592,1,6,1275,1
19770.85,5,3,0,0,17,525,1,8,1188,0
18848.10,2,1,1,1,16,424,0,6,566,0
10667.82,3,3,0,3,23,32,1,6,490,1
35167.15,6,4,1,0,0,495,0,8,1447,1
14153.83,1,0,1,4,0,410,0,5,1436,0
16867.73,2,0,1,2,1,171,0,7,795,0
40033.74,1,1,1,4,15,530,0,2,168,1
14764.16,10,4,1,3,6,555,0,7,762,1
22516.99,7,0,1,4,21,543,0,6,1074,1
11079.90,4,3,1,0,15,332,1,5,1159,0
29176.83,7,0,1,4,1,451,1,4,939,1
30989.08,10,5,0,4,7,259,1,7,450,1
15677.12,8,0,1,4,13,487,1,2,587,1
10521.59,5,5,0,4,23,251,0,5,1500,0
6147.83,10,10,0,4,17,137,1,2,875,1
12105.26,2,1,0,0,23,279,1,4,1150,0
13877.40,1,0,0,3,22,163,0,5,24,1
29467.63,5,2,0,3,1,345,1,3,774,1
27097.66,6,1,0,3,9,528,1,3,471,1
5810.17,4,3,0,2,12,112,1,7,839,0
16253.27,2,1,0,3,11,314,1,4,522,0
14961.50,10,10,0,0,2,147,0,4,20,0
8605.78,8,7,0,3,15,530,1,4,1097,0
327.21,1,1,0,0,0,226,0,2,862,0
15564.08,7,1,1,4,19,247,1,4,1213,0
26488.77,5,5,1,1,3,111,0,5,718,1
27191.59,6,3,1,3,16,530,0,1,132,1
22949.19,5,4,0,1,19,73,0,3,22,1
10517.72,10,3,0,3,14,466,0,3,1375,0
1815.89,1,1,1,4,20,113,1,6,115,1
34237.37,9,0,0,2,13,608,1,8,1484,1
28992.60,1,0,1,2,2,106,0,5,1016,1
25595.16,7,2,0,2,8,440,1,4,706,1
24165.99,3,1,1,1,0,157,1,4,579,0
38708.36,5,3,1,1,10,145,0,3,889,0
35572.96,1,0,0,4,1,59,1,2,567,0
39286.04,1,1,1,2,11,189,0,4,784,0
4013.31,2,0,1,1,4,477,1,8,32,1
30928.34,10,10,1,0,3,529,0,7,506,1
23439.32,3,3,0,0,13,276,0,3,175,0
23034.97,7,0,0,3,23,270,0,4,642,0
25398.00,6,5,0,3,15,112,1,6,73,1
39676.79,9,6,1,0,11,170,1,6,294,1
6221.83,5,5,1,2,13,418,0,3,1082,0
24275.80,10,7,0,4,13,231,1,7,588,1
33307.05,3,0,1,2,18,77,0,3,529,0
8838.53,1,0,1,4,9,255,0,8,1211,1
25065.41,8,4,0,3,13,390,1,3,1215,1
8810.80,2,0,0,4,0,133,0,7,1451,0
19571.06,4,3,0,1,18,160,0,4,1410,0
33837.91,6,1,1,2,19,391,0,8,26,1
22343.40,1,0,1,3,19,579,0,7,706,0
13137.69,6,0,1,0,17,570,0,2,836,0
4843.59,10,7,0,2,0,479,1,2,81,0
30521.72,5,5,1,0,1,78,1,7,38,1
24420.57,7,2,1,0,15,222,1,4,1491,0
19661.55,5,2,1,2,15,142,0,6,319,0
37734.53,3,2,0,4,4,244,0,8,524,1
33680.08,9,7,0,3,14,341,1,3,505,1
30576.20,7,2,0,2,11,444,0,4,587,0
9354.14,6,0,0,3,11,192,0,2,1202,0
30182.42,8,1,0,4,8,177,1,3,936,1
29575.25,2,2,0,2,4,577,0,2,1029,0
8163.34,9,0,1,3,18,424,1,1,1398,1
7645.14,10,9,0,4,5,604,0,6,1286,1
16397.90,3,3,0,3,0,472,0,8,198,0
8315.87,7,5,0,4,18,97,1,2,1015,0
31285.77,10,9,0,1,13,326,1,1,999,1
38548.31,7,3,0,2,16,311,1,2,1220,0
33061.89,1,1,1,2,14,372,0,8,688,0
37057.06,9,4,0,3,12,209,1,3,515,1
3547.45,1,1,1,4,9,504,0,7,105,0
31031.40,9,1,0,1,22,270,0,2,736,0
34509.98,5,1,1,4,2,577,1,7,1105,1
28705.89,8,8,0,0,6,164,0,5,408,1
29807.86,2,0,1,4,12,404,0,7,267,1
39550.63,9,3,1,0,3,424,1,3,1441,1
16961.05,1,1,0,1,17,284,0,4,399,0
13509.02,6,4,0,1,1,487,1,4,693,0
36530.88,8,7,1,2,9,585,0,4,1281,0
23581.11,2,2,1,0,19,172,0,4,261,0
39312.32,3,0,0,3,12,286,0,4,1066,0
37254.58,10,0,0,3,5,199,0,7,1421,0
6192.46,5,3,0,1,2,116,0,8,394,0
2554.59,7,3,1,1,21,298,0,5,1474,0
14792.80,8,2,0,0,17,597,1,4,769,0
27355.55,1,1,1,1,4,242,0,2,262,0
22475.91,8,6,1,2,14,373,1,5,673,1
38068.22,8,4,0,4,23,448,0,4,487,0
7241.94,6,3,0,3,11,126,0,5,1021,0
19320.73,3,3,0,4,4,137,1,2,1393,0
36368.01,8,2,1,3,2,228,0,7,231,1
1541.44,5,2,1,0,8,201,0,4,833,0
31640.47,10,3,1,4,11,588,1,7,1284,1
24808.25,2,0,1,3,9,510,0,6,603,0
9764.18,7,0,0,2,22,216,0,5,1170,0
29799.39,7,7,0,2,8,325,1,1,21,1
39175.82,3,0,0,0,5,447,0,2,633,0
19176.55,8,4,1,4,11,282,1,8,596,1
35768.10,7,6,1,4,9,429,1,8,657,1
32344.97,9,9,1,1,21,80,0,3,592,0
39234.63,3,2,0,4,10,188,0,3,251,0
36147.31,4,3,0,1,23,29,0,1,1326,0
12328.84,8,2,0,2,21,186,0,3,1188,0
19844.28,1,0,1,3,8,372,0,4,406,0
2901.22,10,2,0,1,2,437,1,3,202,0
8434.51,6,4,0,3,22,179,1,3,1202,0
3715.58,1,1,0,3,9,427,0,1,232,0
10105.24,8,8,1,1,13,111,0,6,949,0
37789.93,2,0,1,2,8,340,1,8,953,0
32507.78,10,0,0,0,19,453,1,4,956,1
8824.80,3,0,1,3,4,109,1,4,1433,0
31695.43,8,0,1,3,11,137,0,7,168,1
4133.02,10,4,1,2,7,122,0,2,1402,0
25319.36,1,1,0,4,5,588,0,5,1014,0
9102.58,8,4,0,4,16,297,0,6,1368,1
33771.82,8,2,1,2,3,41,0,5,718,0
19840.36,4,4,0,2,1,459,0,5,832,0
2350.59,8,0,0,2,6,386,0,8,221,0
34557.69,6,2,1,2,21,481,1,4,856,1
14691.65,4,2,1,2,1,406,0,3,529,0
16020.20,4,2,1,1,1,379,0,1,284,0
18626.94,6,4,0,2,1,127,1,8,1326,1
7067.16,4,2,0,3,15,100,0,3,129,0
10358.10,8,6,1,0,3,597,1,6,1430,1
11232.38,10,10,1,3,18,421,0,4,362,0
34640.37,3,2,1,0,8,298,0,1,748,0
36012.57,4,3,1,2,6,357,0,2,447,0
34159.75,6,1,0,4,10,395,1,1,1383,1
11332.99,1,0,0,1,20,458,1,1,586,0
16917.22,4,4,0,2,13,310,0,5,1410,0
1545.84,5,4,1,4,15,132,1,5,658,1
15450.64,2,2,1,3,14,76,1,4,1410,0
23335.97,4,4,0,4,4,471,0,1,30,1
1993.78,2,2,0,0,16,458,1,8,560,0
20156.79,9,2,0,1,1,290,1,3,1271,0
3565.27,10,4,1,4,23,233,0,5,907,1
6564.31,9,4,0,1,3,56,1,8,721,1
39032.80,4,2,0,3,23,258,1,6,115,1
13554.00,1,1,0,1,14,388,0,3,168,0
4191.46,5,4,1,0,13,590,0,5,410,1
11707.93,4,3,0,4,18,441,0,8,523,0
3826.32,4,0,1,3,15,148,1,4,141,0
40193.81,9,3,0,4,4,364,0,7,285,1
22704.13,3,0,1,2,15,495,1,3,735,0
24344.95,2,0,1,3,9,482,1,2,1347,0
22722.73,10,5,0,2,12,445,1,4,321,0
3928.69,4,3,0,4,15,470,1,2,890,0
10015.10,5,0,0,0,22,310,1,1,1330,0
7624.43,9,6,0,2,18,165,0,5,1191,0
39548.90,2,0,1,1,1,483,1,2,1207,0
38352.77,6,4,0,4,12,132,1,1,1236,1
29590.21,3,2,1,1,0,334,1,3,134,1
35825.45,3,2,1,1,4,146,1,1,249,1
37139.82,1,1,0,3,5,461,0,7,94,0
37465.56,7,2,1,0,13,231,1,1,1391,1
38679.65,8,1,0,4,4,573,1,3,1386,1
1329.04,10,2,1,3,14,297,1,7,355,1
19141.33,6,3,0,0,9,93,0,5,1239,0
3487.15,6,1,0,3,3,136,0,5,596,0
13457.01,9,6,0,3,12,311,1,6,865,1
32589.96,7,0,1,3,13,283,1,2,127,1
39408.77,8,7,0,0,22,189,1,7,917,0
22177.29,9,1,0,0,22,265,1,2,1406,0
13970.07,10,8,0,1,14,510,0,4,766,0
2825.05,6,5,0,0,1,280,1,7,726,1
19614.20,1,0,1,3,5,422,1,1,141,0
397.07,10,8,1,4,3,423,0,1,1216,0
11835.92,10,0,1,1,22,578,0,6,1241,0
4886.49,3,2,1,3,8,583,0,6,41,0
6818.84,2,1,0,2,15,287,1,6,1381,0
1902.30,7,6,1,3,4,577,1,1,431,1
9206.88,2,0,1,4,18,38,0,4,1367,0
39011.58,1,0,1,4,17,300,1,7,1356,1
6541.11,10,10,0,2,6,416,0,3,1499,0
25232.32,10,7,1,3,16,276,1,8,450,1
10418.36,1,0,0,2,6,160,0,1,632,0
39696.97,2,2,1,4,16,160,0,1,1236,1
1238.09,7,6,1,0,6,465,0,4,643,0
17875.49,2,1,0,0,8,203,0,5,461,0
9061.91,8,5,1,1,11,351,1,8,1476,1
11697.37,8,6,1,3,0,65,1,7,1100,1
24441.40,6,3,1,0,7,222,1,7,802,1
594.78,3,1,1,1,23,67,0,5,613,0
3218.93,6,2,0,2,7,470,1,2,1147,0
31156.43,9,9,0,3,10,495,1,5,1461,1
13221.49,6,4,0,3,3,374,0,4,1073,0
28976.85,4,2,1,1,5,349,1,5,388,0
4685.40,9,6,1,0,11,113,0,3,1404,0
19200.06,6,2,0,3,15,10,0,2,1165,0
38359.64,2,2,1,0,12,403,1,3,647,0
14710.83,2,2,1,0,17,205,0,2,602,0
19282.10,3,3,0,3,1,116,1,4,162,0
15208.32,5,4,1,3,6,181,0,7,1379,1
34117.08,7,3,0,4,3,544,0,6,255,1
20039.52,6,2,0,3,0,330,0,2,930,0
10561.16,5,0,1,0,22,64,0,5,1007,0
24203.52,3,1,0,0,16,507,1,3,524,0
7207.23,1,0,1,2,4,159,0,2,659,0
26213.12,7,7,0,4,11,581,1,2,1447,1
12100.39,2,2,1,1,11,340,0,3,369,0
18248.21,6,0,1,2,16,197,1,3,644,0
27140.11,4,2,0,4,10,318,0,3,50,0
14118.45,1,1,1,3,10,162,1,2,1187,0
30126.02,7,5,1,2,15,254,1,6,239,1
22540.30,8,1,0,4,10,204,0,2,491,0
29630.92,4,4,1,4,2,522,0,6,610,1
33400.21,10,10,1,0,4,267,0,7,45,1
29532.27,7,2,0,3,12,138,0,3,1385,0
24309.17,6,5,0,2,16,264,1,5,1163,1
24939.86,5,2,1,3,10,60,1,7,1060,1
39607.74,7,3,0,1,18,153,1,7,581,1
11646.37,5,5,0,0,6,185,1,7,1041,1
16372.18,9,8,1,0,10,55,0,7,737,1
2205.52,7,7,0,0,5,360,1,7,1478,1
24750.34,9,8,1,1,12,258,1,3,595,1
31742.36,9,6,1,4,19,519,0,6,408,1
18150.16,5,5,0,3,6,438,1,4,976,0
25828.12,3,2,0,4,12,435,1,2,361,0
37537.98,6,2,1,2,15,434,1,1,447,0
25660.74,8,2,1,3,18,102,1,4,343,0
13054.57,3,1,1,4,9,17,0,4,403,0
33593.75,4,0,0,1,10,385,0,1,436,0
