device_age_days,device_type,accounts_per_device,emulator_detected,rooted_or_jailbroken,vpn_used,ip_changes_24h,geo_distance_km,login_frequency,failed_login_attempts,device_risk_label
1169,0,4,0,0,0,5,452,29,3,0
803,2,0,0,0,1,4,2935,29,0,0
1147,0,5,1,0,1,2,1095,20,6,1
1440,2,5,0,0,1,0,1493,48,2,1
873,1,5,0,0,0,4,1641,32,7,1
1293,2,4,0,0,0,4,145,10,6,0
1282,2,2,0,0,0,9,2367,27,4,1
835,2,1,0,0,0,6,2809,39,1,0
861,2,1,0,0,0,4,1401,10,6,0
1452,1,3,0,0,0,0,6,32,6,0
462,1,4,0,0,0,2,2090,24,5,0
746,1,0,0,0,0,0,272,16,6,0
486,2,4,0,0,0,4,2737,37,5,0
269,1,1,0,0,0,6,114,32,5,0
1352,1,0,1,0,0,9,2867,40,2,1
997,0,5,0,0,0,7,1447,41,6,1
681,1,0,1,0,0,5,993,33,4,0
767,1,5,1,0,0,3,2995,1,3,0
54,0,1,0,0,0,3,493,17,1,0
519,2,0,0,0,0,7,2001,5,7,0
883,0,5,0,0,0,1,301,22,3,0
943,2,0,0,0,0,0,1459,34,4,0
1207,0,2,0,0,0,8,774,30,7,0
594,0,3,0,0,0,9,1221,35,0,1
874,2,4,0,0,0,2,1475,22,3,1
100,0,2,0,1,0,0,2431,12,0,0
467,1,2,0,1,0,5,2431,24,1,0
54,2,3,0,0,0,1,1368,22,3,0
1079,1,4,0,0,1,5,1791,38,2,1
346,0,2,0,0,0,6,2652,5,2,0
509,1,5,0,0,0,2,265,19,5,0
338,1,0,0,0,0,5,1888,6,5,0
1055,0,5,0,1,0,8,1861,30,1,1
914,0,3,0,1,0,3,1680,18,3,0
41,2,1,0,0,1,7,366,42,7,0
1267,1,1,0,0,0,6,571,29,3,0
901,2,3,0,0,0,6,2691,15,4,1
531,2,1,0,0,0,9,547,40,4,1
1482,2,0,0,0,0,2,1757,3,2,0
860,2,5,0,0,1,8,1866,42,7,1
278,0,3,0,0,0,6,2338,47,7,1
208,2,0,0,0,0,5,2697,22,4,1
492,0,1,0,0,0,8,2118,5,2,0
766,2,1,0,1,0,1,1112,49,4,0
598,0,3,0,0,0,6,2044,40,4,1
1304,0,0,0,0,1,3,1700,27,1,0
323,2,4,0,0,0,1,2017,14,6,1
1405,1,0,0,0,0,3,2628,14,5,0
1175,1,5,0,0,1,6,1685,48,4,1
586,0,5,0,0,0,4,2895,7,5,0
1500,2,0,0,0,0,5,890,16,6,0
1323,2,1,0,0,0,2,204,27,5,0
22,2,0,0,0,0,6,1765,9,1,0
217,1,3,0,0,1,8,2114,26,1,1
1429,0,2,0,0,1,1,2831,31,7,0
1090,1,3,0,0,0,0,1413,5,7,1
1002,1,2,0,1,0,2,2505,12,4,1
682,0,3,0,0,0,7,1191,18,3,0
155,2,3,0,0,0,5,2722,43,3,0
388,2,5,0,0,0,2,2891,32,2,0
515,2,4,0,0,0,7,2800,50,2,0
263,0,1,0,0,0,5,52,4,2,0
1333,2,2,0,0,1,3,2757,35,6,1
950,0,5,0,0,0,9,2451,16,5,0
436,0,3,0,0,1,9,1520,47,4,1
283,2,2,0,0,0,9,2578,19,0,0
631,2,1,0,0,0,8,115,10,2,0
1358,2,0,0,0,0,7,2983,19,3,0
771,0,0,0,0,0,5,2650,50,5,0
643,2,3,0,0,0,5,2995,12,1,0
116,1,2,0,0,0,8,1269,50,3,0
982,2,1,0,0,1,2,929,5,3,0
653,1,0,0,0,0,5,605,39,2,0
924,1,3,0,0,0,8,2107,37,0,1
1002,2,4,0,0,0,2,56,14,5,0
318,0,5,0,0,0,6,1683,43,6,1
1317,1,4,0,0,0,9,1743,50,0,1
586,1,2,0,0,0,4,1694,47,1,0
1403,1,4,0,0,1,9,1225,23,3,0
622,0,4,0,0,0,0,828,32,0,0
682,2,5,0,0,0,9,1940,44,2,0
641,1,1,0,1,1,0,1198,50,6,1
212,1,1,0,0,1,9,366,24,4,0
944,0,3,0,1,0,2,2675,44,3,1
845,2,0,0,0,1,5,2721,22,3,0
208,0,1,0,0,0,2,1204,36,7,0
400,1,4,0,0,0,1,1189,17,4,0
1282,1,1,0,0,0,7,1488,19,3,0
39,1,3,0,0,1,5,1437,12,0,1
978,2,5,0,0,0,3,22,18,7,0
1039,2,1,0,0,0,0,1212,26,0,0
882,0,1,0,0,0,7,1621,37,4,0
218,1,3,0,0,1,4,938,35,3,0
790,0,2,1,0,0,6,2802,12,7,1
1177,0,0,0,0,0,5,1767,20,3,0
704,2,4,0,0,0,0,2311,24,0,0
516,1,0,0,1,0,1,2919,46,7,1
341,2,5,0,0,1,6,2090,43,1,0
394,1,4,0,0,0,5,1824,16,0,0
1406,0,0,0,0,1,3,392,24,0,0
78,1,2,1,0,0,1,2990,42,1,0
1197,1,5,0,0,1,2,460,3,6,0
573,0,3,0,0,1,9,1863,14,5,1
424,0,2,0,0,0,0,2581,32,1,0
291,0,3,0,0,0,7,2839,2,7,1
1398,0,4,0,0,1,0,491,28,2,0
1120,1,5,0,0,0,4,1484,36,3,0
1036,0,1,0,0,0,6,1691,15,7,0
1066,1,1,0,0,1,4,764,30,2,0
1183,0,1,0,1,0,6,1680,2,6,1
598,1,1,0,0,0,9,415,37,4,1
642,2,3,0,0,0,2,1099,14,4,0
703,2,2,0,1,0,5,1561,4,1,1
152,0,5,0,0,0,4,459,1,2,0
213,2,2,1,0,1,5,939,30,6,1
1275,0,3,0,0,1,4,1560,20,0,0
1021,1,0,0,0,0,3,1538,18,5,0
619,2,2,0,0,0,2,2507,17,3,0
286,1,5,0,0,0,4,648,38,1,0
651,1,1,0,1,0,1,860,27,3,0
981,2,4,1,0,0,3,155,1,3,0
923,2,5,0,0,1,5,1306,22,1,1
333,2,2,1,0,0,5,372,40,2,0
26,0,4,0,0,0,5,2737,25,1,1
613,0,0,0,0,0,3,1675,25,5,1
818,0,2,0,0,0,8,640,5,5,0
1240,0,4,0,0,0,2,1329,45,5,0
1045,2,0,0,0,0,3,574,42,4,0
41,1,5,0,0,0,9,137,1,1,0
1033,0,1,0,0,1,9,2690,32,5,0
1456,1,4,0,0,0,8,1331,2,2,0
660,2,0,0,0,0,9,1089,27,7,0
1188,0,3,0,0,0,3,1895,15,3,0
1440,2,3,0,0,0,3,296,28,5,0
1398,2,4,0,0,0,3,1893,49,6,0
368,0,5,0,0,0,5,1414,37,1,0
300,2,1,0,0,0,4,1770,49,5,0
1479,1,3,0,1,0,2,2250,37,5,1
60,1,1,0,0,0,4,212,43,0,0
398,2,0,0,0,1,0,1572,26,6,0
590,2,0,0,0,0,7,2710,44,1,0
706,1,1,0,0,0,4,318,13,2,0
141,2,0,0,1,1,9,405,22,5,1
123,1,3,0,0,0,1,607,6,6,0
112,1,2,0,1,0,3,364,44,3,0
193,1,1,0,0,0,0,1441,9,6,0
716,0,4,1,0,0,3,56,8,3,0
513,1,0,0,0,1,9,750,3,2,0
1130,2,5,1,0,0,5,2121,7,2,1
213,2,4,0,0,0,4,2077,26,7,1
1148,2,0,0,0,0,3,1216,41,4,0
14,1,3,0,0,0,5,2152,31,6,1
887,0,5,0,0,0,7,452,33,5,1
1270,2,0,0,1,1,8,2974,7,7,1
1015,1,3,0,1,0,6,2004,41,5,1
927,2,4,0,1,0,8,2704,43,6,1
68,2,0,1,1,0,1,1881,4,4,1
442,0,0,0,0,1,3,2794,27,7,1
1451,0,2,0,1,1,8,1578,15,3,0
1128,0,5,0,0,1,5,1254,34,3,1
1218,2,5,0,0,1,0,1050,29,1,0
29,2,2,1,0,0,1,380,4,3,0
1293,2,5,0,0,0,1,2258,45,6,1
981,1,2,1,0,0,8,2601,41,4,1
984,0,1,0,0,0,3,712,30,7,1
1267,2,4,0,0,1,1,66,1,5,0
727,0,2,0,0,1,3,346,12,6,0
379,1,2,0,0,0,3,1602,35,6,0
582,2,1,0,0,0,9,1191,48,2,0
109,1,3,0,0,0,0,433,22,0,0
505,1,3,1,0,0,8,2306,8,4,1
1017,0,3,0,0,0,6,2700,29,4,1
1090,0,4,0,0,0,1,558,45,1,0
1300,2,0,0,0,0,6,2387,12,2,0
108,1,2,0,0,0,3,945,41,0,0
202,1,4,0,0,0,8,657,44,1,0
404,0,4,0,0,0,8,411,8,4,0
1192,1,0,0,0,0,9,1695,14,2,0
310,0,1,0,0,0,3,2868,24,7,0
1405,1,0,0,0,0,2,2281,43,2,0
483,2,3,0,0,0,7,1604,33,0,1
1159,1,1,1,0,0,2,1747,28,2,0
942,0,5,0,0,0,7,404,9,2,0
769,0,0,0,1,0,1,2546,39,1,0
111,1,1,0,0,0,8,813,40,0,0
1039,0,2,0,0,1,5,1035,45,4,0
1468,2,1,0,0,0,9,800,11,0,0
700,0,3,0,1,0,9,2925,12,7,1
1217,1,1,0,0,1,1,1755,27,4,0
1329,1,0,0,0,0,3,189,31,7,0
1005,0,3,0,0,0,3,1632,46,1,0
908,0,4,0,0,0,8,927,41,6,1
1100,0,1,0,0,0,3,2634,45,0,0
1029,0,4,0,0,0,8,1227,8,7,0
420,2,2,0,0,0,5,263,27,1,0
303,0,2,0,0,0,9,1112,40,6,1
944,2,5,0,0,1,2,2916,27,3,1
1161,1,5,0,0,0,6,758,3,5,1
1162,1,5,0,0,1,9,321,9,1,0
519,1,0,0,0,0,7,958,50,7,0
1272,0,3,0,0,0,7,653,22,7,1
638,2,1,0,0,0,0,208,24,7,0
1271,1,4,0,0,0,3,663,6,4,0
231,2,5,0,0,1,0,540,46,0,1
444,1,2,0,0,1,8,1027,40,2,0
707,0,2,1,0,0,9,2132,41,1,0
1023,0,4,0,0,1,8,2998,5,5,1
407,0,4,0,0,1,9,884,37,7,1
119,1,2,1,0,0,9,1370,21,2,0
622,1,3,0,0,0,2,2588,26,6,1
1052,2,4,0,0,0,7,2686,44,0,0
1247,1,5,0,0,0,3,1013,31,4,1
1295,1,1,0,0,0,3,918,2,0,0
17,1,5,0,0,0,6,535,26,0,1
555,2,1,0,0,1,9,318,29,4,0
58,0,2,0,0,0,4,778,22,6,0
186,0,3,0,0,0,7,418,43,0,0
718,1,1,0,0,0,0,686,1,0,0
518,0,3,0,0,1,5,302,48,5,0
1254,2,2,1,0,1,9,328,14,2,0
1082,1,4,0,0,0,9,2278,16,3,0
397,2,5,0,0,0,4,1386,48,2,0
858,1,1,1,0,0,0,1389,24,4,0
1407,0,0,0,0,1,5,1212,34,2,0
533,1,3,0,0,1,4,477,24,6,1
400,0,2,0,0,0,0,980,32,5,0
602,2,4,0,0,1,8,2978,9,2,0
862,2,1,1,0,0,7,894,21,7,1
738,1,5,0,0,1,3,1579,21,2,0
1109,1,2,0,0,0,3,688,7,2,0
55,1,2,1,0,0,0,679,37,7,1
1240,1,4,0,0,0,3,1525,46,6,0
365,1,3,0,0,0,6,2262,44,7,1
556,2,4,0,0,0,5,455,27,5,0
167,2,0,0,0,0,3,1016,36,7,0
377,0,5,0,0,0,5,1735,8,5,1
1207,1,2,0,0,1,9,2699,39,6,0
917,0,2,0,1,1,6,958,50,5,1
38,2,5,0,0,0,3,2698,48,0,1
1493,1,0,0,0,0,8,1559,42,2,1
592,0,5,0,0,1,3,2822,26,6,1
854,2,1,0,0,1,9,1217,10,7,0
525,1,2,0,0,0,1,1901,49,2,0
1235,1,0,0,0,0,1,1308,43,7,1
856,1,1,0,0,0,9,2792,32,5,0
128,0,5,0,0,0,1,772,47,0,0
589,0,0,0,0,1,2,748,13,3,0
2,0,1,1,0,0,7,2820,10,4,0
292,2,2,0,0,0,9,754,39,0,0
66,0,3,0,0,0,8,2815,21,2,1
679,1,4,0,0,0,1,1244,49,1,1
18,2,0,0,0,0,7,1553,9,5,1
269,1,0,0,0,1,5,2803,15,1,0
564,2,3,0,1,0,6,1658,30,0,0
217,0,5,0,0,0,8,1153,41,7,0
270,1,1,0,0,1,4,1518,48,7,0
423,0,0,0,0,0,8,2171,13,5,0
648,0,2,0,0,0,0,1332,18,2,0
546,1,3,0,0,0,4,760,20,4,1
132,0,1,1,0,0,3,2559,9,3,0
730,0,1,0,0,0,7,780,27,7,0
205,2,3,0,0,1,6,1196,36,4,1
1097,2,1,0,0,0,9,2236,11,7,0
636,0,3,0,0,0,8,2975,31,1,1
451,0,2,1,1,1,8,1232,4,3,1
236,0,2,0,0,0,8,1578,24,1,0
625,1,2,0,0,1,2,2384,19,0,0
1451,1,5,0,0,0,3,1721,46,4,0
1200,1,5,1,0,0,0,1536,26,7,0
647,0,0,0,0,0,9,1078,30,6,0
910,1,2,0,0,1,9,1428,5,1,0
81,0,4,0,0,0,4,2169,16,2,0
300,2,5,0,0,0,7,2265,26,7,0
133,0,1,0,0,0,9,2020,29,2,0
943,1,2,0,0,0,7,959,37,4,0
1474,1,5,0,1,0,1,2465,1,3,0
687,0,0,0,0,0,1,1041,26,7,0
1066,2,3,0,0,0,0,1921,46,4,0
848,0,5,0,0,0,4,778,48,0,0
611,2,5,0,0,1,8,2470,29,1,0
1400,1,3,0,0,0,1,1488,49,2,0
1004,0,3,0,0,0,0,1979,31,1,0
1372,0,3,1,0,0,5,2955,8,4,1
277,0,5,0,0,1,9,229,45,1,1
1291,1,0,0,0,0,8,2214,11,1,0
1119,2,2,0,0,0,5,1397,25,5,0
293,2,5,0,0,0,7,2645,39,7,0
1404,1,2,0,0,0,4,979,7,6,0
551,2,0,0,0,0,2,2786,12,5,0
508,1,4,0,0,0,0,1374,14,2,0
697,1,2,0,1,0,9,1149,30,0,0
677,1,1,0,0,0,4,720,40,7,0
280,0,3,0,0,0,3,2457,12,4,0
404,2,1,0,0,0,6,2139,5,7,1
1192,2,1,0,0,1,4,149,38,6,0
566,1,4,0,0,0,9,289,34,7,0
973,0,5,0,0,0,5,1386,10,0,0
235,1,4,0,0,0,2,304,31,5,0
1115,1,3,0,0,0,2,1598,30,6,0
175,1,4,1,1,0,4,1729,50,5,1
1034,0,0,0,0,0,9,2600,17,1,0
1469,2,5,1,0,0,2,120,28,4,1
19,2,5,0,0,1,4,853,31,6,1
1457,1,0,0,0,0,8,1067,49,5,0
270,0,0,0,0,0,1,2656,14,7,0
97,0,0,0,0,0,7,1799,37,2,0
729,0,2,0,0,0,7,1733,5,3,0
797,0,5,0,1,0,2,2848,43,5,1
681,2,4,0,0,0,9,2955,2,5,1
1180,2,1,0,0,0,4,2913,10,1,0
462,0,1,0,0,0,2,2432,26,0,0
137,2,4,0,0,0,0,1143,32,2,0
1148,2,0,0,0,0,0,2197,35,2,0
347,1,2,0,0,0,9,1972,38,2,0
1434,0,3,0,0,0,1,445,8,2,0
475,2,0,0,0,1,8,2248,6,5,0
153,1,3,0,0,1,2,1901,44,1,1
344,1,1,1,0,0,6,1077,13,5,1
513,0,3,0,0,0,4,979,25,4,1
1019,0,5,0,0,0,6,307,10,1,0
1418,0,3,1,0,1,3,2693,49,4,1
1329,0,0,1,0,0,7,1801,22,6,0
771,0,5,0,0,1,7,2760,5,6,1
1493,2,4,1,0,0,4,1218,37,7,1
1470,1,1,0,0,0,2,361,25,1,0
487,1,4,0,0,0,0,670,25,0,0
991,2,0,0,0,0,7,222,15,6,0
683,1,4,0,0,0,5,825,1,3,1
1228,0,2,0,0,0,9,1944,42,0,1
965,0,2,0,0,0,4,2839,6,0,0
1271,0,4,0,0,0,8,1928,22,3,0
905,1,3,0,0,0,4,1547,2,7,1
1166,2,3,0,0,0,8,2826,21,5,1
766,2,3,0,0,0,1,2965,26,6,0
1425,0,0,0,0,0,6,1747,13,4,0
940,2,0,0,0,0,4,228,6,5,0
1175,2,0,0,1,0,1,2891,32,5,0
1200,1,1,1,0,0,0,1177,22,5,0
1310,0,2,0,1,0,8,1663,25,5,0
217,0,3,0,0,0,5,2475,23,4,1
320,1,4,0,0,1,9,217,42,0,0
1292,0,3,0,1,0,2,947,40,4,0
587,1,5,0,0,0,9,2545,8,5,1
1387,2,3,0,0,0,2,2642,2,0,0
790,2,0,0,0,0,4,463,5,2,0
809,1,0,0,1,0,8,2517,28,5,1
705,1,5,0,1,0,5,1196,26,7,1
851,1,1,0,0,1,9,2123,24,1,0
275,0,4,0,0,0,5,985,6,6,1
1140,2,2,0,0,0,7,110,1,3,0
1091,1,5,0,0,1,2,1645,47,1,1
503,1,4,0,0,0,2,445,16,3,0
704,0,3,0,0,0,5,2381,16,1,0
601,2,1,0,0,0,7,2657,16,2,0
226,0,5,0,0,0,5,922,39,6,1
403,2,4,0,0,0,4,1367,21,1,0
338,0,5,0,0,0,9,1511,7,3,0
59,0,1,0,1,0,0,1352,39,6,1
674,2,1,1,1,0,2,429,15,0,1
234,1,4,0,0,0,4,1700,30,5,0
1400,1,0,0,0,0,7,2494,50,3,0
1356,1,2,0,0,0,7,2261,7,3,0
387,2,4,1,0,0,0,126,1,1,0
955,2,5,0,0,0,8,2962,27,7,1
965,0,3,0,1,0,4,2995,2,1,1
675,1,2,0,0,1,0,1965,45,0,0
1093,1,0,0,0,0,2,871,35,5,0
1118,2,4,1,0,0,1,2795,37,4,1
131,1,1,0,0,0,9,2833,38,3,0
780,0,3,0,0,0,9,2161,25,3,1
111,0,4,1,0,0,0,1857,14,0,1
1493,2,5,0,0,1,8,1014,31,0,1
600,0,5,0,0,0,5,754,33,2,0
1339,1,0,0,0,0,7,593,14,0,0
1111,1,1,0,0,1,1,1381,17,6,0
1209,2,2,0,0,1,8,2979,3,4,0
448,2,0,0,0,0,0,738,36,2,0
542,2,3,0,0,0,9,2088,32,5,1
112,1,2,0,0,1,7,528,37,7,1
1122,2,4,0,0,1,2,2685,35,3,0
947,2,1,0,0,0,0,1564,20,5,0
550,0,1,0,0,0,8,330,32,5,0
1064,1,4,0,0,0,7,1419,1,2,0
209,0,3,0,0,0,0,1508,6,2,0
1404,0,5,0,0,0,0,1163,31,4,0
1259,1,1,0,0,0,2,1440,32,6,0
928,1,2,1,0,0,8,1513,50,3,0
1462,1,5,0,1,0,8,1267,4,6,1
1315,0,4,0,0,0,2,2579,19,0,0
222,2,4,0,0,0,5,839,8,6,0
738,0,5,0,0,0,1,1421,39,4,0
560,2,4,0,0,1,4,2688,5,2,0
1007,0,0,0,0,0,2,1490,18,0,0
862,2,0,0,0,0,3,1509,25,3,0
876,0,2,0,0,0,3,2260,46,6,0
1246,1,4,0,0,0,9,952,7,5,0
1386,0,3,0,1,0,0,930,2,3,0
87,1,4,0,0,0,3,1392,22,1,0
406,2,4,0,0,1,8,1534,15,2,0
1197,0,0,0,0,0,7,2350,33,1,0
512,0,3,0,0,1,4,1186,37,0,1
794,0,3,0,0,0,1,2724,21,2,0
384,2,3,0,0,1,2,416,4,4,0
1179,2,5,0,0,1,5,952,27,2,1
1319,2,4,0,0,0,3,2250,37,0,0
301,2,4,0,0,0,5,386,29,5,0
1410,1,0,0,0,1,7,1778,2,4,1
934,1,2,0,0,0,9,2942,23,2,0
1210,1,5,0,0,0,0,2694,15,5,0
1424,1,4,0,0,0,2,2900,31,3,0
820,2,1,0,0,0,3,909,31,1,0
588,0,3,0,0,0,7,1494,43,2,0
636,1,5,0,0,1,0,1584,43,3,1
575,1,3,0,0,1,2,2068,22,5,1
171,1,5,0,0,0,9,1578,13,2,0
1456,2,5,0,0,0,3,1160,8,0,0
415,1,5,0,1,0,1,2650,41,4,1
1369,2,4,0,0,0,2,2876,26,4,1
1306,1,5,0,1,1,1,1191,34,0,1
733,1,4,0,0,0,7,238,25,1,0
1086,0,2,0,0,0,1,889,41,6,0
1494,2,2,0,0,0,8,353,26,0,0
756,1,2,0,0,0,5,2883,18,3,0
652,0,1,0,0,0,8,115,14,4,0
916,1,5,0,0,0,8,2854,21,0,0
1032,0,3,0,0,0,7,2680,1,0,0
1391,2,5,0,0,0,2,363,50,1,0
475,1,3,0,0,0,2,53,45,0,0
659,0,3,0,1,0,2,1379,43,1,0
37,1,2,0,0,1,0,2097,7,4,0
245,2,4,0,0,1,2,338,19,1,0
65,0,1,0,0,1,9,2908,49,6,1
1446,1,4,0,1,0,1,2368,40,5,1
482,1,4,0,0,0,9,906,39,3,0
237,2,2,0,1,0,7,1754,7,0,1
163,0,5,0,0,1,1,1921,15,7,0
15,2,2,0,0,0,8,1908,19,7,0
1405,1,0,0,0,0,8,69,49,0,0
594,0,4,0,0,0,9,1072,32,6,1
796,1,3,1,0,0,1,260,2,4,0
1455,2,3,0,0,1,9,1943,44,3,0
7,0,2,0,0,1,0,1456,17,6,0
1399,0,2,0,0,0,6,917,34,7,1
949,2,3,0,0,0,6,1718,17,6,1
781,0,0,0,0,1,0,1120,36,7,0
1047,1,5,0,0,1,2,158,50,4,0
843,1,2,0,0,0,2,2829,9,2,0
133,1,3,0,0,0,7,422,10,5,0
1023,2,3,0,0,0,6,807,10,7,0
353,1,0,0,0,0,1,2830,6,5,0
157,1,1,0,0,0,7,6,8,5,0
1236,0,1,0,0,1,6,2295,36,4,1
680,2,1,0,0,0,1,2102,45,4,0
1084,1,0,0,0,0,1,2734,21,4,0
7,1,0,0,0,0,9,1708,48,7,1
159,0,2,1,0,0,0,1787,25,5,1
714,0,0,0,0,0,9,1584,2,6,0
703,1,1,0,0,0,4,1918,8,1,0
512,2,5,0,0,1,9,261,50,0,1
73,0,3,0,0,0,8,401,25,0,0
1385,0,5,0,0,0,3,1705,2,2,0
1091,1,0,0,0,0,1,997,46,7,0
773,0,4,1,0,1,2,270,6,3,0
438,0,2,0,0,0,5,1466,43,4,1
284,0,0,0,0,0,8,1173,15,0,0
49,1,4,0,0,1,8,1806,25,4,1
684,0,3,1,0,0,8,1642,45,4,1
461,0,0,0,0,1,3,1745,18,0,0
893,0,4,0,0,0,3,915,45,2,0
1105,2,0,0,0,0,0,1203,3,0,0
318,1,0,0,0,0,8,2903,12,0,0
268,0,3,0,0,0,4,1369,20,3,0
1358,0,0,0,0,0,9,1628,17,3,0
642,1,5,0,0,0,2,2165,3,7,0
163,1,1,0,0,0,0,533,42,3,0
1378,2,3,0,0,0,1,1532,14,1,0
1370,1,5,0,0,0,0,867,12,3,0
506,2,2,1,0,1,0,904,4,6,0
960,2,4,0,0,0,5,240,37,4,1
950,1,4,0,0,1,2,378,10,2,0
1459,2,5,0,0,1,1,2375,41,0,1
437,2,5,1,0,0,0,2064,37,4,1
947,2,3,0,0,1,1,2888,30,0,0
209,0,4,0,0,0,2,2157,3,4,0
190,2,1,0,0,0,7,2613,34,4,1
921,2,4,0,0,1,5,272,50,5,1
1411,1,0,0,0,0,1,2030,23,0,0
1086,2,0,0,0,1,4,633,24,1,0
870,1,5,0,0,0,4,1914,2,5,0
928,2,5,0,0,0,8,179,49,7,1
276,1,0,0,0,0,4,2769,3,0,0
323,1,3,0,0,1,6,1761,47,1,1
1100,0,0,0,0,1,3,2811,14,4,0
993,2,0,0,0,1,1,36,11,6,0
1338,0,5,0,0,1,8,1587,23,5,1
85,0,3,0,0,0,9,478,8,7,0
846,2,2,0,0,1,8,1629,11,0,1
244,2,5,0,0,1,9,2546,22,4,0
1100,1,0,0,0,1,4,2978,18,1,0
1219,2,5,0,0,0,8,112,10,2,0
1242,0,0,0,0,0,8,1471,39,4,1
1367,2,4,0,0,1,1,1235,50,1,0
258,0,0,0,0,1,0,1931,38,4,0
667,0,4,0,0,1,5,2099,35,2,1
490,0,4,0,0,1,6,2077,36,3,1
25,1,0,0,0,0,5,2552,35,6,1
796,1,0,0,0,1,6,1621,25,1,0
1473,0,0,0,0,1,7,2677,26,1,0
425,0,5,0,0,0,5,300,21,1,0
1301,2,0,0,0,0,0,191,9,0,0
310,2,4,0,0,0,2,307,15,5,0
1295,0,0,0,0,1,5,743,19,5,0
210,1,3,0,0,0,1,202,42,0,0
10,0,5,0,0,0,8,2222,22,1,0
1429,2,3,0,0,0,5,332,28,5,0
309,0,0,0,0,1,7,1101,17,2,1
215,2,5,0,0,1,3,1350,20,2,0
98,2,3,0,0,0,6,506,12,4,0
1318,1,0,0,0,1,2,2698,40,7,0
711,2,4,0,0,0,9,1084,27,7,1
273,0,2,0,0,1,9,51,48,7,1
466,1,0,1,0,0,5,2309,17,3,1
744,2,1,1,0,0,3,869,44,1,0
842,0,2,0,0,0,7,2702,3,4,0
953,1,2,0,0,1,1,1509,21,1,0
542,0,0,0,1,0,8,1031,26,3,0
197,0,2,0,0,0,4,2064,43,1,0
28,0,2,0,0,0,9,2106,24,5,0
1392,0,5,0,1,0,2,1455,44,1,1
366,0,5,0,0,1,9,520,20,5,1
672,0,0,0,0,1,2,2512,28,7,0
412,1,3,0,0,1,5,1557,18,5,1
760,2,0,0,0,0,3,71,49,0,0
1394,2,3,0,0,0,1,1646,46,4,0
536,2,5,0,0,0,4,36,24,4,0
537,0,4,0,0,0,7,1848,36,0,0
719,1,2,0,0,0,8,2074,39,2,0
1411,1,3,0,1,0,1,1326,47,7,1
792,2,2,0,0,0,8,2975,22,5,0
778,0,4,0,0,1,0,1906,32,7,0
1136,2,2,0,0,0,6,1096,17,4,0
25,1,4,0,0,0,3,2282,40,2,1
117,2,4,0,0,1,2,50,30,3,0
1075,1,3,0,0,0,4,1037,34,7,1
314,2,0,0,0,1,6,2317,13,1,1
1040,1,1,0,0,0,0,960,2,6,0
347,2,0,0,1,0,9,75,16,4,0
267,1,4,0,0,0,1,245,10,4,0
808,0,2,0,0,0,5,26,45,2,0
621,0,0,0,0,1,8,945,47,2,1
464,2,4,0,0,0,0,2909,10,4,0
296,2,2,1,1,0,6,2624,1,0,1
405,1,3,0,1,1,7,2503,44,3,1
1429,2,5,0,0,0,4,1684,21,6,0
1329,0,1,0,0,0,0,2200,17,6,0
871,1,3,0,1,0,8,240,2,5,1
376,1,0,0,0,1,0,2949,36,1,0
1463,2,4,0,0,0,6,678,18,1,0
1420,0,4,0,0,0,9,910,31,1,1
320,2,2,1,0,0,4,2386,5,0,0
1238,1,1,0,0,0,9,1102,7,0,0
668,2,3,0,0,1,8,1202,15,1,1
375,1,2,0,0,0,9,825,8,0,0
697,2,0,0,1,0,0,2735,3,3,0
551,0,4,0,0,0,4,439,48,2,0
434,2,5,0,0,0,4,454,11,5,0
1138,0,5,0,0,0,0,1640,11,7,0
525,2,4,0,0,0,6,1002,18,7,0
1337,2,1,0,0,0,3,2732,28,0,0
1442,2,3,0,0,1,3,2674,49,1,1
228,1,3,0,0,1,5,2084,21,5,1
1415,1,3,0,0,0,7,1945,5,6,0
154,2,5,0,0,0,0,2643,25,6,0
206,0,5,0,0,1,5,2936,41,2,0
345,1,1,0,1,1,1,2715,5,4,0
237,0,2,0,0,0,8,2949,49,6,0
770,0,3,0,0,0,2,2676,36,5,0
846,2,5,0,0,0,0,2197,42,7,0
1024,0,0,0,0,0,7,2371,25,7,0
280,1,4,0,0,0,2,1581,1,1,0
1433,2,5,0,0,0,4,2348,12,7,0
605,0,2,0,0,0,0,471,28,3,0
430,2,1,0,1,0,8,2134,22,6,0
1065,2,1,0,0,1,2,1985,41,5,0
862,0,2,0,0,1,2,793,32,3,0
772,1,5,0,1,0,8,1383,17,7,1
300,1,5,0,0,0,7,133,33,7,0
665,0,0,0,0,0,5,1456,49,7,0
1050,0,1,0,0,1,9,591,8,2,1
494,2,2,0,0,0,8,76,21,6,0
851,1,4,0,1,1,3,219,7,5,1
738,2,0,0,0,1,5,1398,38,2,0
814,1,1,0,0,0,6,940,41,5,0
174,2,5,0,0,1,4,391,14,0,0
293,0,2,1,0,0,2,1541,38,6,0
260,0,5,0,0,0,6,364,1,3,0
1238,2,0,0,0,0,2,2377,31,5,0
1151,1,3,0,0,0,2,290,10,7,0
32,0,5,0,0,0,9,742,24,5,1
1036,1,4,0,1,0,6,1956,20,5,1
825,2,2,0,0,1,4,2505,49,6,0
301,2,5,0,0,0,8,1538,18,4,1
799,1,4,0,0,0,3,353,37,3,0
516,1,5,0,0,1,3,2871,41,6,1
882,2,4,0,0,0,0,2461,37,6,1
