courier_risk_score,delivery_attempts,delivery_delay_days,otp_confirmation,delivery_photo,pickup_delay_days,pickup_attempts,tamper_route,distance_km,weight_mismatch,logistics_risk_label
0.21,3,2,1,1,0,3,0,9,0,0
0.50,5,0,0,1,0,3,0,679,1,1
0.35,3,2,0,1,11,3,0,1747,0,1
0.54,4,4,1,1,5,1,0,1287,0,0
0.35,3,9,0,1,12,3,0,152,0,1
0.55,4,3,0,1,11,2,0,2119,1,1
0.82,3,7,1,0,8,4,0,859,0,1
0.58,1,12,1,1,9,3,1,1413,0,1
0.15,5,11,0,1,2,3,0,1242,0,0
0.47,3,4,0,0,0,1,0,1607,0,1
0.32,5,3,1,1,9,2,0,535,0,0
0.98,3,11,1,1,9,3,1,526,0,1
0.43,1,10,1,1,13,2,1,170,0,0
0.17,4,2,1,0,14,4,1,2166,0,1
0.36,2,7,1,1,2,2,0,491,0,0
0.33,2,1,1,0,1,4,1,1043,1,1
0.26,4,2,0,0,13,3,0,517,0,1
0.97,4,10,0,0,5,2,0,591,0,0
0.80,4,4,1,0,8,2,0,766,0,0
0.62,2,11,1,1,1,2,1,833,0,0
0.64,5,4,0,1,7,2,0,2359,0,1
0.61,2,4,1,1,9,3,0,1535,0,0
0.55,2,9,0,1,13,4,0,1140,0,1
0.89,4,0,1,0,10,3,0,569,0,0
0.95,2,3,0,1,4,4,0,2160,0,0
0.26,3,6,0,1,12,2,0,1390,0,0
0.08,4,6,1,0,13,2,0,2262,1,1
0.53,5,10,1,1,3,3,1,1460,0,1
0.30,4,5,0,1,2,2,0,2410,0,0
0.47,3,0,0,1,10,2,0,2437,0,0
0.21,4,10,0,1,6,2,0,1728,0,1
0.32,3,5,0,0,14,3,0,505,1,1
0.57,4,14,0,0,10,4,1,954,0,1
0.79,2,10,1,1,8,2,1,1316,1,1
0.53,1,9,1,1,7,4,0,1880,1,1
0.77,1,11,1,0,10,3,1,1102,0,1
0.00,4,4,1,0,7,2,0,518,0,0
0.03,3,11,1,1,3,1,0,2407,0,0
0.26,5,8,1,0,0,2,0,1122,0,0
0.60,3,0,1,1,14,3,0,642,0,1
0.13,1,8,1,0,8,4,0,369,0,0
0.68,5,3,1,0,3,3,0,214,0,1
0.53,5,5,1,0,5,1,1,539,0,0
0.15,4,2,0,1,8,4,1,2120,0,1
0.30,2,14,0,0,1,4,0,115,0,0
0.67,1,14,0,0,11,2,1,2236,1,1
0.15,3,14,0,1,2,4,1,2359,1,1
0.74,5,8,1,0,14,2,0,1213,0,1
0.75,2,5,1,1,9,2,0,1932,0,0
0.65,1,10,1,1,10,2,0,836,0,0
0.40,3,2,0,1,1,4,0,2368,0,0
0.02,5,12,1,0,9,3,0,14,0,1
0.04,5,1,0,1,3,2,0,222,0,0
0.37,5,12,1,1,0,4,0,2173,0,0
0.75,2,7,0,1,10,3,0,1879,0,1
0.48,5,5,1,1,14,4,0,906,0,0
0.71,1,12,1,1,8,1,0,1335,0,0
0.56,5,0,1,0,0,3,1,2127,0,1
0.91,4,14,0,1,13,3,0,539,1,1
0.36,1,9,0,1,2,4,0,1068,1,1
0.84,3,3,1,1,2,2,0,1985,0,0
0.39,1,0,1,1,4,2,0,41,0,0
0.42,4,11,1,1,8,1,1,803,0,1
0.55,3,5,1,1,0,3,1,85,0,1
0.25,3,1,1,1,3,4,0,1390,0,0
0.72,2,5,1,0,9,1,0,1859,0,1
0.09,4,7,0,0,1,4,0,385,0,1
0.41,3,8,1,1,8,3,0,1870,0,1
0.55,4,14,1,1,12,2,0,2058,0,1
0.55,4,8,1,0,1,1,0,668,0,0
0.38,3,10,1,0,13,4,0,603,0,0
0.66,2,6,0,1,9,4,1,2286,1,1
0.06,3,4,1,0,12,3,0,2254,1,1
0.33,3,7,1,1,7,2,0,2185,0,1
0.86,4,4,1,1,11,4,0,1350,0,1
0.29,2,9,1,0,0,4,0,2112,0,0
0.69,1,3,1,0,1,3,0,2186,1,1
0.79,4,5,1,1,5,4,0,1127,0,0
0.68,5,11,1,0,1,2,0,1080,0,0
0.73,2,0,1,1,4,1,0,129,0,0
0.82,4,14,1,0,8,2,0,2320,0,1
0.63,4,13,1,1,1,1,0,1370,1,1
0.75,4,2,0,0,6,3,0,1013,0,1
0.13,2,0,1,1,13,1,0,490,0,0
0.67,1,7,0,1,12,3,1,1942,1,1
0.33,1,0,1,0,7,4,1,1263,0,1
0.28,4,10,1,1,7,2,0,1845,1,0
0.02,1,4,1,1,12,3,0,1222,0,0
0.52,3,8,1,1,5,2,0,2149,0,0
0.15,3,7,1,1,1,4,1,2412,0,0
0.27,1,8,1,1,0,4,0,929,0,0
0.04,1,2,0,1,4,3,0,2164,1,0
0.53,1,2,1,0,1,1,0,711,0,0
0.50,1,3,1,0,1,4,0,2167,0,0
0.17,5,1,1,0,11,2,0,1973,1,0
0.06,1,7,0,0,8,3,0,2388,0,1
0.73,1,12,1,1,6,1,0,2482,1,1
0.32,2,1,1,1,13,1,0,1407,0,0
0.95,3,12,1,1,11,3,0,2079,1,1
0.09,5,9,1,1,13,2,0,2461,0,1
0.73,1,11,1,1,14,4,0,1252,0,0
0.92,1,7,1,1,0,2,0,1978,0,0
0.76,5,6,0,1,12,3,0,516,1,1
0.92,3,10,1,1,1,4,0,1649,0,1
0.86,1,2,1,1,7,2,1,1424,0,0
0.32,2,2,0,0,1,4,1,2111,0,1
0.03,4,6,1,1,14,2,0,712,0,0
0.99,3,7,1,0,7,4,1,211,0,1
0.58,4,13,0,1,6,4,0,1624,0,1
0.15,2,11,0,1,11,2,1,2431,0,1
0.56,3,2,0,1,0,1,1,394,0,1
0.37,3,12,1,1,9,4,0,1134,0,0
0.62,4,5,0,1,7,3,1,1310,0,1
0.38,1,3,0,0,13,2,1,1016,0,1
0.77,4,11,1,0,4,4,0,1345,0,1
0.71,2,2,1,0,4,4,0,1861,0,0
0.14,3,10,1,1,3,2,0,1742,0,0
0.26,1,12,1,0,11,4,0,666,0,1
0.85,2,11,0,1,12,3,0,1674,0,1
0.26,1,8,1,0,13,1,0,1169,0,1
0.10,3,8,1,1,12,2,0,1783,0,0
0.20,5,2,1,1,13,3,0,363,0,0
0.54,4,5,1,1,12,1,0,332,0,0
0.56,5,2,1,0,1,3,0,422,1,0
0.15,3,10,1,1,3,2,1,2465,0,0
0.14,5,3,1,0,10,3,0,1078,0,1
0.80,2,0,0,1,12,3,1,2207,0,1
0.60,3,12,0,1,6,3,0,132,0,1
0.86,4,12,1,1,4,2,0,2056,0,0
0.14,4,5,1,0,6,4,0,2044,0,0
0.06,5,11,0,0,13,2,0,212,0,0
0.53,3,0,1,1,13,2,0,1629,0,0
0.01,2,10,1,1,8,3,1,1739,1,1
0.55,2,8,1,1,8,1,0,1868,0,0
0.92,3,11,0,0,10,4,1,1640,0,1
0.51,1,12,1,1,14,2,0,1840,0,0
0.46,2,14,1,1,13,1,0,1194,0,0
0.93,2,12,1,1,14,3,0,1903,0,1
0.37,5,14,0,1,2,3,0,2255,0,1
0.10,4,2,1,1,10,4,0,22,0,0
0.38,5,5,1,1,5,2,0,1586,0,0
0.11,2,7,1,1,3,4,0,833,0,0
0.87,2,6,1,1,6,2,0,1473,0,1
0.82,3,7,1,1,14,2,1,1603,0,1
0.14,1,3,0,0,4,4,0,2374,0,1
0.01,5,2,1,0,10,4,0,2020,1,1
0.20,2,1,1,0,11,2,0,1639,1,0
0.52,5,4,1,1,4,2,0,1805,0,0
0.57,2,9,1,1,13,3,0,1903,0,1
0.51,5,1,0,0,6,3,0,516,0,0
0.40,4,2,1,1,2,2,0,168,0,0
0.28,2,10,1,1,3,4,0,2445,0,0
0.21,1,9,1,0,10,1,0,1644,0,0
0.24,3,12,1,1,14,3,0,2486,1,1
0.33,2,8,1,1,5,3,0,1794,0,0
0.47,5,8,1,0,14,2,1,348,0,0
0.10,2,2,1,0,1,4,1,578,0,0
0.01,5,2,1,1,6,3,0,1941,0,0
0.25,4,4,1,1,13,4,0,1820,0,0
0.68,4,9,1,1,9,1,0,589,0,0
0.80,3,11,0,1,6,4,1,321,0,1
0.14,5,7,1,1,3,4,0,798,0,0
0.89,1,11,1,0,0,2,0,496,0,0
0.95,3,6,1,1,11,3,0,962,0,1
1.00,2,9,1,0,1,1,0,1825,0,0
0.51,2,2,1,0,13,4,0,2059,1,1
0.26,5,4,1,1,9,4,0,1066,0,0
0.99,3,10,1,0,11,3,0,984,0,1
0.25,1,2,0,1,14,2,1,1206,0,1
0.38,5,14,1,0,14,3,0,981,0,1
0.03,1,3,0,0,0,2,0,797,0,0
0.32,3,1,1,1,9,2,1,640,0,0
0.36,2,7,0,0,0,4,0,458,1,0
0.34,4,8,0,1,9,4,0,59,0,0
0.19,2,6,1,0,0,3,1,2145,0,0
0.17,4,6,1,0,1,1,0,1941,0,0
0.67,2,12,1,0,4,4,1,1057,0,1
0.58,4,7,1,1,7,2,0,2460,0,0
0.61,2,3,0,1,8,2,0,26,0,1
0.59,3,8,0,0,4,2,0,1311,0,0
0.34,2,11,1,0,12,3,1,1451,1,1
0.32,4,14,0,1,5,4,0,2071,0,0
0.43,3,4,1,1,0,2,0,1956,1,0
0.31,4,10,1,1,0,4,0,119,0,0
0.92,4,12,0,1,11,4,1,495,1,1
0.09,1,6,1,1,2,3,0,1488,0,0
0.47,2,7,1,1,10,3,1,527,0,0
0.24,3,12,1,1,5,1,1,2184,0,0
0.64,5,5,0,1,1,1,0,393,0,1
0.28,4,4,1,1,0,3,0,1907,0,0
0.75,3,5,0,0,10,1,0,61,0,0
0.72,5,12,1,0,1,1,0,1284,1,1
0.70,1,13,1,0,2,3,0,2425,0,1
0.11,4,0,1,1,0,3,0,249,1,0
0.78,4,12,1,1,9,1,0,368,0,0
0.05,3,11,1,1,5,1,0,1466,0,0
0.81,3,2,1,1,12,2,0,154,0,0
0.86,4,14,1,0,12,4,0,767,0,1
0.59,4,9,1,1,10,4,0,1952,1,1
0.19,1,12,0,1,11,4,0,1351,0,0
0.42,1,13,1,1,5,3,0,941,0,0
0.96,5,13,0,0,5,4,1,686,0,1
0.01,2,12,1,1,1,3,0,2043,0,0
0.48,1,0,0,0,4,4,0,1113,0,0
0.98,4,1,1,1,2,2,0,1626,0,0
0.75,5,0,0,1,1,4,0,334,0,0
0.48,4,14,1,0,6,3,0,1038,0,1
0.94,1,8,1,1,1,1,1,146,0,0
0.31,3,4,1,0,7,4,0,1821,1,1
0.49,4,9,1,0,7,2,0,289,0,0
0.78,3,0,1,1,5,2,1,1502,0,1
0.20,2,9,1,1,10,2,1,841,0,1
0.74,5,0,1,1,0,4,0,1836,0,1
0.53,1,5,1,0,5,3,0,1896,0,0
0.12,4,12,1,1,12,1,1,1109,1,0
0.51,2,12,1,0,13,3,0,2317,0,0
0.99,2,7,1,1,3,1,0,1992,0,0
0.12,3,9,1,0,9,3,1,609,1,1
0.89,5,9,0,1,6,4,0,1350,0,1
0.92,5,1,1,0,12,1,0,2379,0,1
0.31,1,6,0,1,4,2,0,2186,0,0
0.01,5,7,1,0,12,2,0,1814,0,0
0.92,5,7,1,1,3,4,0,395,1,1
0.55,5,8,1,1,12,1,0,2138,0,0
0.18,2,12,1,1,9,2,0,984,0,0
0.95,2,12,1,1,11,2,0,549,0,0
0.47,3,3,1,1,10,2,1,1630,0,0
0.10,5,7,1,0,0,2,0,1784,0,1
0.46,3,14,1,1,9,3,0,1177,0,0
0.53,5,0,1,1,5,3,0,110,0,0
0.41,1,10,1,1,3,2,0,2499,0,0
0.73,1,5,0,1,5,3,0,1209,1,1
0.72,4,11,0,1,6,3,1,833,0,1
0.32,3,0,0,1,5,4,0,1539,0,1
0.77,2,13,1,1,4,2,1,1928,0,0
0.77,1,8,0,1,0,2,0,1513,1,1
0.33,5,2,1,0,1,3,1,2010,0,1
0.56,2,6,1,0,3,2,0,1952,0,1
0.72,1,1,1,1,0,2,0,315,0,0
0.44,2,9,1,0,1,4,1,144,0,0
0.64,5,4,0,1,10,3,0,2474,0,1
0.47,4,2,1,1,5,4,0,429,0,0
0.51,5,12,0,1,10,2,0,2282,0,0
0.11,5,2,1,1,5,1,0,1877,0,0
0.03,4,2,0,1,8,3,0,708,0,0
0.74,2,5,1,1,3,3,0,1237,1,1
0.52,5,4,0,1,3,4,0,341,0,0
0.17,4,11,0,1,3,4,0,1216,0,0
0.94,4,9,0,0,4,3,1,483,0,1
0.17,4,0,1,1,11,1,0,2473,0,0
0.28,4,1,1,1,3,2,0,1380,0,0
0.73,2,6,1,1,14,3,1,2423,0,1
0.93,3,4,1,1,4,4,0,1334,1,1
0.05,3,12,1,0,2,3,1,1469,0,1
0.14,3,12,1,1,3,2,0,2254,0,0
0.68,1,13,0,1,9,3,0,1802,0,1
0.26,2,3,1,0,10,2,1,308,0,0
0.02,4,13,1,1,13,2,0,1922,0,0
0.68,1,8,1,1,7,2,0,1792,0,0
0.11,4,10,1,0,1,3,0,725,0,0
0.13,5,1,1,0,9,2,0,637,0,0
0.19,4,14,1,1,4,1,0,2433,1,0
0.13,5,14,1,1,13,2,0,1070,0,1
0.89,1,9,1,0,3,3,0,2308,0,0
0.44,1,14,1,0,9,2,0,1821,0,0
0.31,3,13,1,1,13,3,0,2233,0,1
0.64,3,1,1,1,11,2,1,263,1,1
0.07,5,11,1,0,2,1,1,1712,0,0
0.25,4,5,1,1,2,1,0,725,0,0
0.90,2,0,1,1,4,1,0,11,0,0
0.54,4,7,1,1,1,4,0,452,0,1
0.15,2,12,1,1,11,1,1,2039,0,0
0.17,4,2,0,1,4,3,0,2067,1,1
0.84,2,9,1,1,0,2,0,44,0,0
0.02,3,7,1,0,6,1,0,1290,1,1
0.32,5,11,1,1,0,1,1,1907,0,0
0.89,4,10,1,1,9,4,0,75,0,1
0.69,3,10,1,1,10,3,0,1575,0,1
0.74,4,10,1,1,12,1,0,1237,0,1
0.78,1,6,0,1,4,1,0,2196,1,1
0.09,2,14,0,0,0,3,1,1907,0,1
0.93,5,11,1,1,6,2,0,1066,0,1
0.05,5,11,1,0,10,3,0,863,0,1
0.29,4,12,1,0,9,3,0,361,0,0
0.96,5,5,1,1,10,2,0,1222,0,0
0.14,5,6,1,1,13,1,1,272,0,1
0.28,1,9,0,0,4,1,0,1141,0,1
0.20,1,14,1,1,6,2,0,1201,0,0
0.20,1,14,0,1,11,2,0,1272,0,0
0.09,1,4,0,0,10,1,0,494,0,0
0.46,2,0,1,1,14,2,0,1814,0,0
0.55,4,7,0,1,7,1,0,1724,0,0
0.21,4,8,1,1,2,4,0,2306,0,0
0.67,4,9,1,1,4,2,0,1987,0,1
0.42,1,6,1,1,11,2,1,846,0,0
0.50,1,8,0,1,10,4,1,2228,0,1
0.73,4,8,1,1,13,1,0,1983,1,0
0.36,2,3,1,0,6,1,0,1233,0,0
0.73,5,14,1,1,9,3,0,1250,0,1
0.14,5,7,0,1,12,4,0,2120,0,1
0.42,1,7,1,0,3,2,0,1006,1,1
0.58,4,11,1,1,2,3,1,1531,0,0
0.12,2,1,1,1,0,1,0,2259,0,0
0.68,4,11,1,0,12,2,0,448,0,0
0.43,3,1,1,1,3,4,1,883,0,0
0.34,3,5,1,0,11,2,0,707,0,0
0.02,3,5,1,0,10,3,0,444,0,0
0.80,2,7,1,1,14,2,1,2097,0,1
0.96,1,0,0,1,5,1,1,1269,0,0
0.97,5,13,1,1,0,3,0,2424,0,1
0.37,3,8,0,1,7,3,1,1297,0,1
0.76,3,14,0,1,5,2,0,1779,0,1
0.04,5,13,1,1,1,1,0,311,0,0
0.91,5,6,0,1,14,4,1,381,0,1
0.13,1,10,1,0,14,3,0,1521,1,1
0.52,4,13,1,0,1,2,0,583,0,0
0.90,3,13,1,0,0,2,1,421,0,0
0.96,5,3,1,1,11,2,1,424,0,1
0.34,5,4,1,1,2,2,0,1002,1,0
0.71,2,9,1,1,3,4,0,2329,1,0
0.88,3,6,1,1,9,3,1,984,0,1
0.83,3,13,1,1,1,1,1,2042,0,0
0.02,1,3,1,0,14,4,0,990,0,1
0.57,5,2,1,1,5,2,1,1722,0,0
0.48,4,9,1,0,6,3,0,335,0,0
0.43,3,14,1,0,9,2,0,471,0,0
0.35,4,6,1,1,1,3,0,1204,0,0
0.47,3,10,1,1,11,3,0,2373,0,0
0.32,3,4,1,1,4,3,0,1118,0,0
0.93,2,1,1,0,8,3,0,278,0,1
0.10,2,11,1,0,14,2,0,126,1,1
0.03,1,4,1,1,6,2,0,1474,0,0
0.06,1,11,1,0,0,4,1,576,0,1
0.87,4,1,1,1,4,3,0,1803,1,1
0.01,2,10,1,1,9,4,0,344,0,0
1.00,5,13,1,1,7,3,1,1158,0,1
0.83,2,6,0,1,13,4,0,1745,1,1
0.53,2,9,0,1,13,1,1,1285,1,1
0.57,4,13,1,1,13,4,0,2352,0,0
0.08,5,3,1,0,11,3,0,730,0,0
0.11,2,8,0,1,5,4,0,537,0,0
0.26,5,8,1,1,4,3,0,857,0,0
0.60,2,6,1,1,0,4,0,1285,0,0
0.59,1,14,1,1,8,1,1,1399,1,1
0.66,5,6,1,1,11,3,1,1960,0,1
0.21,5,11,1,1,4,3,0,1790,0,0
0.46,2,14,1,1,14,2,0,94,0,0
0.98,4,10,0,1,1,4,1,2152,0,1
0.46,1,13,1,1,11,1,0,462,1,0
0.35,4,12,1,1,3,2,0,2123,1,0
0.75,4,14,1,0,4,4,0,2264,0,1
0.27,1,8,1,1,1,1,0,1614,0,0
0.19,5,4,1,1,9,4,0,484,0,0
0.35,1,10,1,1,7,2,1,2195,0,0
0.43,3,4,0,0,6,3,0,593,0,1
0.79,1,5,1,0,8,3,0,624,0,0
0.51,5,12,0,1,9,2,0,2005,0,1
0.16,5,10,1,0,13,4,0,620,0,0
0.25,1,4,1,1,14,1,0,729,0,0
0.27,2,14,1,0,3,4,0,532,0,0
0.03,5,0,1,1,7,2,0,1410,0,0
0.22,2,10,1,1,10,1,1,1725,0,0
0.62,2,14,0,1,10,4,0,183,0,1
0.34,2,11,0,1,10,4,0,1763,0,1
0.19,1,5,0,0,14,2,1,2222,1,1
0.64,4,13,1,0,0,1,1,2299,0,1
0.01,1,10,1,0,12,2,0,476,1,0
0.85,1,3,1,1,12,3,1,1248,0,0
0.79,5,10,1,1,3,4,0,1891,0,1
0.30,2,10,1,1,11,2,0,1815,0,0
0.87,2,10,1,1,12,3,1,463,0,1
0.22,3,6,0,1,13,3,0,1579,0,1
0.35,2,0,1,0,6,2,0,252,1,0
0.46,2,13,0,1,1,4,0,1339,0,0
0.68,2,7,1,1,10,3,1,1527,0,1
0.38,1,2,0,1,14,4,0,1971,0,1
0.50,4,13,1,0,4,3,1,1612,0,1
0.36,3,14,1,1,13,3,1,1287,0,1
0.77,1,11,1,1,14,1,0,185,0,0
0.92,1,6,1,1,5,1,0,28,0,0
0.45,4,9,1,0,9,2,0,415,0,1
0.02,4,9,0,0,12,1,0,1277,0,0
0.21,4,4,1,1,7,2,0,781,0,0
0.00,1,12,1,0,11,4,1,7,0,1
0.62,2,6,1,0,9,1,1,248,0,0
0.78,2,0,0,1,11,3,0,512,1,1
0.41,5,2,1,1,3,1,1,1070,0,0
0.21,3,2,1,1,6,4,0,1077,0,0
0.36,5,10,1,0,7,4,0,563,0,0
0.81,4,9,1,0,4,1,0,110,0,0
0.72,3,8,0,1,7,2,0,1340,1,1
0.27,4,12,0,1,14,1,0,1858,0,0
0.45,5,1,1,0,14,2,0,2429,0,0
0.88,2,7,0,0,14,4,1,836,0,1
0.86,1,3,1,1,6,4,0,219,0,0
0.93,1,2,0,1,6,3,0,1203,1,1
0.85,1,14,1,1,11,3,0,934,1,1
0.80,4,0,1,0,13,4,0,2240,0,1
0.19,1,5,1,1,11,2,0,1844,0,0
0.21,1,6,1,1,5,4,0,2457,0,0
0.22,5,1,1,1,12,3,0,1555,0,0
0.68,2,14,1,1,3,4,1,1575,0,1
0.36,5,3,0,1,7,1,1,869,1,1
0.42,5,7,1,1,8,2,0,1061,0,1
0.40,5,13,1,1,6,4,0,1634,0,1
0.21,2,2,0,1,6,2,0,26,1,0
0.08,4,9,1,1,6,1,1,1080,0,1
0.93,2,13,1,0,11,4,0,2251,0,1
0.37,4,13,0,1,2,3,0,106,0,1
0.95,2,9,0,1,14,3,0,2384,0,1
0.21,4,2,1,1,10,2,0,230,0,0
0.46,4,0,1,0,8,4,1,2384,0,1
0.17,1,6,0,0,4,2,0,1670,0,1
0.64,3,6,1,0,11,3,1,1259,0,1
0.64,2,6,1,1,6,4,0,1391,0,1
0.06,5,10,1,1,13,1,0,2057,0,0
0.06,3,10,1,1,10,3,0,926,0,0
0.54,5,11,1,0,6,4,0,971,0,1
0.61,3,6,1,1,10,2,0,1035,0,1
0.23,3,3,0,1,3,3,0,1223,0,1
0.93,5,14,1,0,0,1,0,464,0,0
0.81,2,3,1,1,14,2,0,1058,0,0
0.70,4,2,1,1,6,1,0,159,0,1
0.59,3,10,1,1,6,1,1,590,0,1
0.75,4,3,1,0,2,2,0,2342,0,0
0.79,5,10,1,1,14,3,0,1664,0,1
0.99,4,3,1,0,7,4,1,1098,0,1
0.01,1,0,1,0,8,4,0,747,0,0
0.01,4,0,1,1,4,2,0,442,0,0
0.48,4,14,1,1,6,1,0,496,0,0
0.99,4,13,1,1,2,2,1,2099,0,1
0.62,1,7,1,1,1,3,0,439,0,0
0.56,2,4,1,1,9,2,0,2162,0,0
0.59,2,3,1,1,13,1,1,404,0,0
0.86,4,6,1,1,12,1,0,2221,0,0
0.62,3,9,0,1,14,4,0,980,0,1
0.85,1,11,1,1,5,3,0,1928,0,0
0.03,1,0,1,0,7,3,1,689,1,1
0.48,4,6,1,1,12,1,0,1234,0,1
0.15,2,13,1,1,1,3,0,2396,0,0
0.66,4,2,1,1,5,2,0,734,0,0
0.46,1,3,1,1,3,1,1,1165,0,0
0.45,3,10,1,1,14,4,0,226,0,0
0.85,3,8,1,1,14,4,1,578,0,1
0.16,3,13,1,0,13,2,0,54,0,0
0.59,4,1,1,1,5,3,1,659,0,0
0.92,2,9,1,1,12,3,0,1562,0,0
0.77,2,8,1,1,4,1,0,2014,0,0
0.50,3,0,1,1,11,3,0,2346,0,0
0.21,3,11,1,1,7,1,0,82,0,0
0.69,2,9,0,1,9,1,1,1018,0,1
0.08,3,9,0,1,5,2,0,2352,0,0
0.38,3,4,1,1,1,1,0,1093,0,0
0.06,4,14,0,1,3,3,0,1321,0,1
0.57,3,14,1,1,1,4,1,2276,0,1
0.51,5,11,1,0,4,3,0,1026,0,0
0.20,3,1,0,1,2,4,1,379,0,1
0.97,4,4,1,0,7,4,1,2361,0,1
0.73,1,13,1,1,11,1,0,196,0,0
0.05,2,5,0,1,4,3,0,1474,0,0
0.72,2,2,1,1,3,4,0,234,0,0
0.13,3,2,1,1,8,3,0,983,0,0
0.41,4,11,1,1,12,1,1,1742,0,1
0.76,2,5,0,1,0,4,0,1067,0,0
0.31,5,14,1,1,10,2,0,453,0,0
0.83,2,2,1,0,4,2,0,2172,0,0
0.69,3,9,0,1,0,3,0,2186,0,1
0.46,5,14,1,0,6,1,1,1576,0,1
0.84,4,2,0,1,9,1,0,2177,0,1
0.51,1,8,1,0,5,1,0,809,0,0
0.08,2,2,0,1,2,3,0,2242,0,0
0.07,1,14,1,1,5,1,0,889,0,0
0.27,1,4,0,1,3,1,0,1455,0,0
0.92,1,3,1,1,7,3,0,1351,0,0
0.47,3,13,1,1,11,4,0,1498,0,0
0.59,4,11,0,1,7,2,1,449,0,0
0.91,3,7,1,1,13,4,0,1955,0,0
0.30,3,11,1,1,1,2,1,1111,0,0
0.39,2,14,1,1,1,1,0,27,0,0
0.55,1,11,1,0,14,3,0,2136,0,0
0.40,1,4,1,1,1,3,0,944,0,0
0.52,5,11,1,1,2,2,0,508,0,0
0.54,4,0,1,1,4,2,0,2095,0,0
0.35,5,14,1,1,9,3,1,1752,0,1
0.32,4,12,0,1,4,3,0,1827,0,1
0.49,4,13,0,1,12,1,0,1572,1,1
0.46,2,2,1,1,9,3,1,1866,0,0
0.92,1,3,1,1,1,2,1,1138,0,0
0.69,3,11,0,1,13,3,0,131,0,1
0.33,2,0,1,1,12,2,0,1785,0,0
0.19,1,5,1,1,0,2,0,957,0,0
0.79,5,7,1,0,10,1,0,1795,0,1
0.63,4,10,0,0,14,2,0,1065,0,1
0.95,3,7,1,1,3,3,0,70,0,1
0.27,3,14,1,0,12,4,0,1289,0,1
0.66,2,1,1,1,14,4,0,1533,0,1
0.87,1,9,0,1,6,3,0,1403,0,1
0.27,5,11,1,0,13,4,0,1266,0,0
0.51,4,3,1,1,3,4,0,1999,0,0
0.51,5,11,1,1,11,2,0,616,0,0
0.82,4,13,0,1,2,3,0,331,0,0
0.53,3,7,1,1,14,2,0,2137,0,0
0.35,2,8,1,1,4,1,1,1899,0,0
0.29,5,11,1,0,9,3,0,2115,0,1
0.16,4,0,1,1,14,4,1,357,1,1
0.61,2,8,1,0,7,1,0,1972,0,0
0.37,4,14,0,1,12,4,0,356,1,1
0.50,3,9,1,1,2,3,0,211,0,0
0.73,5,9,1,0,1,1,0,376,0,0
0.63,2,5,1,1,1,1,0,1272,0,0
0.02,4,3,1,1,8,1,0,1522,0,0
0.75,2,0,1,1,13,4,0,668,0,0
0.57,3,7,1,0,6,3,0,1434,0,1
0.75,1,6,1,0,6,3,1,1425,0,1
0.64,4,2,1,1,11,4,0,889,1,1
0.63,5,5,1,1,0,4,0,2344,0,1
0.11,2,6,1,1,7,2,0,1300,0,0
0.33,4,13,1,1,6,4,0,108,0,1
0.35,3,3,1,0,8,2,0,1833,0,0
0.32,2,2,1,0,0,2,0,808,1,0
0.41,4,9,1,1,14,2,0,614,1,0
0.30,1,3,0,1,3,4,0,1368,1,1
0.44,4,3,1,1,6,2,1,1684,0,1
0.67,3,7,1,0,9,3,0,702,0,1
0.41,3,13,1,1,12,1,1,2105,0,1
0.50,3,5,1,1,11,3,0,998,0,0
0.24,5,5,0,1,7,2,0,978,0,1
0.17,3,3,1,1,2,2,0,2421,0,0
0.65,2,7,1,0,5,1,0,2305,0,0
0.26,3,10,1,0,0,2,0,1226,0,0
0.74,3,7,1,1,7,4,0,497,0,1
0.46,1,13,1,0,13,1,0,1965,0,0
0.30,1,14,0,1,2,1,0,2499,1,1
0.31,5,14,0,1,8,1,1,1517,0,1
0.48,2,8,1,1,2,3,1,305,0,0
0.91,1,14,0,1,7,4,1,44,0,1
0.76,1,7,0,0,4,4,0,2047,0,1
0.57,3,12,1,1,3,3,0,2454,0,0
0.91,3,3,1,1,9,1,0,42,0,0
0.86,4,6,0,1,4,3,0,2258,1,1
0.33,3,10,0,1,5,2,0,2317,0,1
0.38,5,12,0,1,13,2,0,1008,0,0
0.54,2,1,1,1,8,2,0,406,0,0
0.85,4,6,1,1,4,2,1,588,0,1
0.82,5,9,0,1,5,1,1,1081,0,1
0.43,5,1,1,0,12,4,0,315,0,0
0.91,4,12,1,0,2,2,1,1812,0,1
0.02,3,11,0,0,4,2,0,765,0,0
0.00,3,13,1,1,12,4,0,2484,0,0
0.58,3,7,0,0,7,4,0,1063,0,1
0.01,5,3,1,1,10,3,0,436,1,1
0.74,5,6,1,1,13,2,0,2026,0,1
0.60,5,14,1,0,14,3,0,1145,0,1
0.89,1,0,1,0,10,2,0,1176,0,0
0.10,1,3,1,1,10,4,0,1524,0,1
0.73,2,1,1,1,4,3,1,1141,0,0
0.82,4,2,0,0,13,2,0,1337,0,1
0.43,5,8,0,1,2,3,0,456,0,0
0.39,1,14,1,1,4,1,1,2398,1,0
0.55,2,6,1,0,9,3,1,1448,0,1
0.98,2,4,1,1,4,4,1,2020,0,1
0.33,5,13,0,1,6,4,0,93,0,0
0.55,5,10,1,1,0,2,0,1399,0,0
0.48,4,1,1,1,13,2,0,1620,0,0
0.55,2,2,1,1,14,4,0,2394,0,0
