seller_age_days,verification_level,total_orders,seller_return_rate,seller_dispute_rate,wrong_item_rate,damaged_item_rate,avg_product_price,refund_before_inspection,negative_feedback_rate,seller_risk_label
1664,1,4961,0.69,0.42,0.25,0.06,1072.43,0,0.04,1
1190,2,2926,0.58,0.27,0.35,0.16,3117.63,1,0.22,0
1562,2,101,0.03,0.02,0.09,0.29,12142.34,0,0.20,0
822,2,798,0.34,0.22,0.40,0.09,7772.45,1,0.11,0
454,1,818,0.26,0.20,0.31,0.21,997.55,0,0.45,0
535,0,3541,0.65,0.43,0.09,0.34,3789.26,0,0.58,1
1054,2,4712,0.27,0.21,0.19,0.05,4631.39,0,0.47,0
346,1,313,0.88,0.33,0.04,0.24,5391.31,0,0.16,0
1727,1,1714,0.75,0.29,0.04,0.05,8420.36,1,0.36,0
1015,0,801,0.37,0.30,0.21,0.08,12095.07,0,0.49,1
944,0,4119,0.89,0.50,0.29,0.00,8308.33,1,0.27,1
36,1,1072,0.24,0.44,0.19,0.35,9677.74,0,0.38,1
1889,2,2129,0.54,0.31,0.25,0.36,4198.47,1,0.21,0
406,1,3842,0.28,0.39,0.29,0.32,900.93,0,0.04,0
1376,0,75,0.75,0.32,0.32,0.28,13311.58,0,0.55,1
1163,1,1505,0.19,0.03,0.24,0.12,1352.75,1,0.12,0
153,2,4380,0.16,0.40,0.16,0.12,3247.20,1,0.05,1
1144,1,1357,0.20,0.43,0.25,0.21,13561.84,1,0.17,0
1983,2,4168,0.48,0.21,0.22,0.36,9901.42,0,0.54,1
721,2,4415,0.10,0.11,0.23,0.40,6082.17,1,0.39,1
980,0,2284,0.59,0.12,0.02,0.29,2398.93,1,0.27,0
143,2,1249,0.39,0.25,0.19,0.05,7807.04,1,0.56,1
610,2,4507,0.95,0.21,0.22,0.06,8481.01,1,0.13,0
1131,0,4194,0.41,0.24,0.09,0.34,5157.92,1,0.19,1
332,1,754,0.37,0.10,0.30,0.30,4361.50,0,0.03,0
1797,0,1622,0.02,0.40,0.11,0.10,5208.60,1,0.16,0
468,2,1803,0.76,0.48,0.24,0.35,2370.22,1,0.45,1
1360,0,4241,0.57,0.17,0.38,0.23,11575.64,0,0.54,1
1545,2,4056,0.12,0.46,0.12,0.31,10058.98,0,0.41,0
450,1,3337,0.64,0.03,0.07,0.19,12588.41,0,0.29,0
176,1,2166,0.12,0.19,0.16,0.03,8281.51,1,0.45,0
1411,1,4150,0.05,0.02,0.35,0.01,7220.44,1,0.19,0
1749,1,4963,0.31,0.42,0.08,0.39,11247.47,1,0.53,1
1418,0,2875,0.78,0.37,0.20,0.06,10669.44,0,0.39,1
896,0,1668,0.63,0.18,0.22,0.15,8045.07,1,0.22,1
1575,0,3528,0.92,0.05,0.38,0.23,3766.08,0,0.14,0
1457,2,3771,0.73,0.27,0.29,0.27,5684.06,0,0.14,1
1931,0,1178,0.16,0.36,0.04,0.22,9878.43,1,0.59,1
1240,2,3643,0.66,0.38,0.36,0.11,1080.29,1,0.26,1
1956,1,3397,0.12,0.06,0.27,0.32,7595.76,1,0.57,0
1638,0,1513,0.76,0.49,0.23,0.17,10853.94,1,0.08,0
1294,2,1582,0.12,0.40,0.33,0.26,6507.96,0,0.05,0
1428,2,2843,0.21,0.27,0.21,0.03,10254.64,0,0.43,1
237,2,246,0.76,0.08,0.08,0.22,7159.77,0,0.22,0
1594,0,1085,0.37,0.49,0.16,0.21,10393.45,1,0.60,1
433,1,1454,0.59,0.24,0.29,0.00,4474.53,0,0.36,1
1313,2,1310,0.28,0.50,0.22,0.07,8658.24,1,0.37,0
365,1,3070,0.30,0.44,0.22,0.29,12678.16,0,0.60,1
1042,1,182,0.96,0.07,0.26,0.12,6057.42,0,0.40,1
820,2,1421,0.82,0.21,0.19,0.12,1624.33,0,0.37,1
904,1,4986,0.86,0.04,0.27,0.36,13903.71,1,0.30,1
1987,1,86,0.08,0.19,0.33,0.30,2480.37,0,0.18,0
178,2,3771,0.52,0.22,0.32,0.20,7251.09,1,0.46,1
1174,2,2875,0.30,0.34,0.14,0.32,14112.56,0,0.13,0
1928,1,2066,0.29,0.07,0.05,0.16,14644.32,1,0.41,0
1578,2,4305,0.42,0.44,0.38,0.25,1387.09,0,0.51,1
120,0,1864,0.13,0.35,0.17,0.33,13251.30,0,0.24,1
847,1,4632,0.30,0.21,0.09,0.32,11198.92,1,0.01,1
1966,0,1448,0.55,0.44,0.00,0.19,15078.56,1,0.31,1
438,0,4948,0.98,0.24,0.09,0.00,2032.21,0,0.10,1
1550,2,2585,0.21,0.42,0.08,0.02,10337.42,0,0.47,0
734,2,1220,0.13,0.12,0.37,0.36,7908.02,1,0.17,1
1759,2,1250,0.55,0.43,0.14,0.24,8731.23,1,0.45,1
151,1,525,0.62,0.36,0.06,0.18,10082.87,0,0.06,0
341,2,4551,0.77,0.15,0.25,0.17,1810.41,0,0.22,0
1568,1,196,0.76,0.23,0.03,0.26,8709.63,1,0.11,1
778,1,4753,0.89,0.14,0.08,0.28,4407.54,1,0.31,1
339,1,2926,0.62,0.21,0.21,0.09,973.80,0,0.01,0
1770,0,4782,0.24,0.03,0.39,0.27,577.02,1,0.48,1
1242,0,4406,0.01,0.08,0.02,0.27,10076.81,0,0.41,1
361,0,414,0.99,0.11,0.16,0.30,8457.70,1,0.18,1
1117,2,3786,0.62,0.20,0.05,0.12,6685.70,0,0.22,0
1010,1,1391,0.45,0.27,0.11,0.40,826.63,1,0.50,1
907,1,4281,0.65,0.50,0.02,0.34,3427.60,1,0.34,1
718,1,86,0.60,0.19,0.10,0.38,7074.43,1,0.57,1
1815,2,2864,0.07,0.39,0.16,0.31,2823.56,0,0.28,0
508,1,1583,0.74,0.05,0.03,0.28,10321.93,1,0.29,1
208,2,3748,0.39,0.16,0.22,0.33,4528.44,1,0.03,0
824,2,2821,0.76,0.38,0.19,0.05,12843.51,1,0.46,0
1598,0,5000,0.02,0.42,0.09,0.22,2212.62,0,0.03,0
642,1,3741,0.44,0.39,0.03,0.02,13870.70,1,0.34,1
430,1,3827,0.60,0.09,0.01,0.17,6626.63,0,0.02,0
263,2,5009,0.96,0.00,0.11,0.20,12504.44,0,0.56,0
1568,0,3179,0.09,0.03,0.04,0.34,7565.04,0,0.26,0
716,2,3460,0.31,0.33,0.10,0.24,4148.82,0,0.56,0
1300,2,4033,0.57,0.01,0.12,0.38,14443.28,1,0.01,0
563,1,2365,0.48,0.07,0.31,0.01,379.79,0,0.33,0
847,2,4030,0.30,0.33,0.23,0.38,3452.71,0,0.38,1
1010,2,2756,0.02,0.48,0.01,0.04,871.06,1,0.33,0
265,1,3472,0.20,0.37,0.06,0.11,1599.10,0,0.38,0
1515,1,4445,0.12,0.33,0.03,0.28,14579.53,0,0.45,0
1428,2,2979,0.85,0.12,0.03,0.11,14834.00,1,0.52,1
691,0,2819,0.43,0.46,0.21,0.25,8705.75,1,0.40,1
1547,1,3616,0.82,0.47,0.29,0.40,11162.90,0,0.35,1
1376,0,4799,0.97,0.49,0.33,0.39,13900.93,1,0.18,1
1514,0,1893,0.02,0.12,0.32,0.21,8282.56,0,0.00,0
479,1,1700,0.02,0.27,0.23,0.26,9745.59,0,0.31,1
1958,2,146,0.02,0.27,0.21,0.27,14412.00,1,0.12,0
1968,0,3528,0.42,0.22,0.08,0.34,6881.94,1,0.24,1
1912,1,236,0.99,0.24,0.06,0.35,10322.76,1,0.35,1
688,2,935,0.64,0.37,0.06,0.07,7484.82,0,0.31,1
491,0,3626,0.83,0.42,0.34,0.02,3404.05,0,0.12,1
514,0,1455,0.88,0.03,0.23,0.06,8198.50,1,0.10,1
1950,0,809,0.11,0.22,0.07,0.22,14405.48,0,0.04,0
283,0,4012,0.18,0.03,0.19,0.01,3676.75,1,0.18,0
312,0,4246,0.94,0.45,0.34,0.07,6762.03,0,0.35,1
1865,0,599,0.84,0.31,0.11,0.15,2855.91,0,0.19,0
791,0,2855,0.59,0.45,0.40,0.02,7331.50,0,0.23,1
1966,1,3399,0.81,0.06,0.29,0.16,5211.12,1,0.52,0
697,1,1619,0.63,0.11,0.33,0.10,10518.64,0,0.35,0
1513,2,4222,0.34,0.23,0.21,0.27,7912.45,0,0.59,1
323,0,2799,0.55,0.13,0.35,0.12,3824.98,1,0.22,0
578,1,3042,0.09,0.46,0.05,0.14,11583.97,0,0.41,1
2,0,130,0.30,0.28,0.06,0.07,2108.94,1,0.15,0
585,2,2085,0.99,0.45,0.10,0.11,9514.69,1,0.21,0
1768,0,2275,0.59,0.15,0.22,0.09,1889.10,0,0.28,0
1896,1,1154,0.48,0.31,0.17,0.19,4754.62,1,0.39,1
1242,1,607,0.45,0.43,0.18,0.02,1093.81,0,0.34,1
629,1,2031,0.26,0.03,0.22,0.35,2407.71,0,0.23,0
1115,1,3119,0.61,0.46,0.32,0.14,6910.80,0,0.46,1
1895,1,1799,0.68,0.19,0.26,0.36,10919.50,0,0.49,1
1850,0,2916,0.88,0.03,0.07,0.33,12669.42,0,0.26,1
1441,0,2781,0.70,0.13,0.26,0.22,3879.18,1,0.00,0
979,0,1671,0.60,0.31,0.17,0.07,1150.91,0,0.51,1
105,0,4558,0.26,0.46,0.07,0.08,399.84,1,0.42,1
1534,2,943,0.28,0.10,0.18,0.32,6832.10,0,0.08,0
631,0,4238,0.86,0.29,0.26,0.11,6734.67,1,0.37,1
1728,2,4403,0.16,0.13,0.27,0.26,1500.10,1,0.19,0
1673,1,2115,0.80,0.48,0.32,0.07,4727.98,1,0.49,0
1012,1,1878,0.29,0.24,0.04,0.08,8305.25,1,0.48,1
1839,0,2686,0.62,0.40,0.18,0.19,14134.71,1,0.24,0
1258,0,4909,0.67,0.47,0.31,0.01,1128.66,1,0.11,1
1890,1,2371,0.15,0.43,0.21,0.33,3620.98,0,0.54,0
1869,0,3068,0.77,0.47,0.06,0.08,4613.14,1,0.59,1
1856,0,747,0.62,0.17,0.06,0.25,7027.21,0,0.29,0
1776,0,3325,0.24,0.49,0.40,0.40,5710.92,1,0.26,1
1542,0,2041,0.18,0.38,0.32,0.16,4454.05,0,0.46,1
726,1,478,0.33,0.17,0.27,0.21,8118.22,0,0.43,0
122,0,624,0.02,0.14,0.36,0.19,10966.71,0,0.04,0
316,1,3142,0.80,0.29,0.31,0.07,5254.35,1,0.25,1
1396,2,2373,0.22,0.20,0.08,0.10,14496.39,0,0.15,0
1444,1,3027,0.79,0.25,0.06,0.07,7273.00,0,0.05,0
1432,1,813,0.50,0.09,0.16,0.00,11558.70,0,0.18,0
1328,1,4851,0.37,0.04,0.04,0.07,1223.47,0,0.22,0
1666,1,861,0.54,0.20,0.20,0.25,3901.52,1,0.59,1
1481,1,3452,0.88,0.24,0.28,0.37,4400.46,1,0.06,0
1822,2,4114,0.06,0.45,0.05,0.34,569.03,0,0.06,0
1227,0,3946,0.44,0.34,0.20,0.12,6608.57,0,0.18,1
418,0,260,0.80,0.38,0.23,0.36,11535.92,0,0.41,1
1470,1,4820,0.48,0.27,0.28,0.24,7731.56,0,0.16,1
1177,2,363,0.23,0.10,0.25,0.02,2175.19,0,0.03,0
1507,0,2386,0.30,0.23,0.13,0.32,4331.32,1,0.14,1
1838,0,4381,0.92,0.34,0.07,0.38,5004.85,1,0.32,1
1368,1,4015,0.59,0.15,0.29,0.11,4935.59,1,0.38,1
1555,2,946,0.07,0.24,0.25,0.22,14280.62,0,0.17,0
908,0,167,0.20,0.44,0.24,0.29,9865.09,1,0.09,1
1999,2,1353,0.22,0.20,0.04,0.19,5666.79,1,0.20,0
1131,2,946,0.46,0.16,0.10,0.33,673.44,1,0.26,0
54,1,4758,0.27,0.08,0.24,0.07,1564.50,1,0.49,0
1158,2,793,0.97,0.09,0.24,0.25,11303.30,0,0.25,0
1165,0,1506,0.29,0.29,0.17,0.32,4738.91,1,0.17,0
64,2,2924,0.39,0.37,0.13,0.14,2912.31,0,0.01,0
1792,2,2651,0.59,0.45,0.19,0.09,12904.79,0,0.36,1
741,0,4352,0.27,0.43,0.28,0.29,13642.08,0,0.44,1
1213,0,2199,0.80,0.08,0.37,0.08,3433.58,1,0.46,1
282,0,4009,0.27,0.01,0.10,0.10,9959.04,1,0.47,1
1620,1,3057,0.78,0.43,0.02,0.06,2456.88,0,0.42,1
588,2,3502,0.28,0.04,0.30,0.24,11621.80,0,0.28,0
1870,0,3400,0.90,0.33,0.31,0.03,13471.71,1,0.20,1
238,2,4325,0.93,0.19,0.12,0.16,7055.58,0,0.04,0
1727,0,3614,0.45,0.24,0.18,0.29,9572.99,1,0.40,1
352,0,1523,0.97,0.40,0.08,0.40,1218.54,1,0.44,1
19,1,4840,0.98,0.44,0.33,0.12,8404.00,1,0.48,1
637,1,2472,0.08,0.31,0.28,0.26,4210.72,1,0.20,0
230,1,1125,0.91,0.11,0.24,0.30,1278.25,0,0.08,1
591,0,2999,0.39,0.44,0.23,0.24,7316.29,1,0.02,1
463,2,4124,0.63,0.18,0.09,0.17,4060.11,0,0.30,0
863,2,2518,0.93,0.07,0.25,0.04,8325.60,0,0.07,0
1080,0,1733,0.99,0.30,0.29,0.26,2492.68,0,0.24,1
494,0,1840,0.89,0.35,0.01,0.22,1685.71,0,0.02,0
1963,2,1894,0.53,0.44,0.32,0.32,5710.74,1,0.59,1
380,0,988,1.00,0.31,0.34,0.25,5650.98,0,0.08,1
1714,1,3396,0.64,0.12,0.17,0.08,15211.59,0,0.40,0
490,2,4212,0.71,0.28,0.25,0.18,3624.91,0,0.03,1
586,0,1645,0.23,0.34,0.20,0.15,10341.36,1,0.19,1
160,1,1534,0.33,0.31,0.23,0.16,5418.37,1,0.49,1
1659,2,1901,0.37,0.17,0.10,0.22,5059.13,0,0.33,0
685,0,3601,0.48,0.16,0.13,0.19,5415.72,0,0.26,0
951,0,2342,0.43,0.04,0.18,0.02,11931.63,1,0.10,0
1501,0,2712,0.36,0.18,0.22,0.07,9612.41,0,0.03,0
1450,1,640,1.00,0.43,0.09,0.17,8253.84,1,0.59,1
43,1,4368,0.60,0.35,0.17,0.12,6743.95,0,0.36,1
984,0,4331,0.38,0.41,0.03,0.06,6102.28,0,0.45,1
1943,0,2583,0.99,0.33,0.31,0.35,5186.09,1,0.24,1
261,1,1738,0.25,0.20,0.28,0.17,1418.38,1,0.15,0
878,1,1639,0.36,0.43,0.31,0.34,11059.00,0,0.20,0
880,0,212,0.58,0.36,0.19,0.21,13376.45,1,0.37,1
828,0,3120,0.24,0.38,0.14,0.22,1821.67,1,0.44,1
1840,1,1512,0.76,0.16,0.31,0.28,8348.95,1,0.35,1
1876,2,2308,0.22,0.43,0.05,0.32,12849.29,0,0.44,0
284,0,4070,0.21,0.08,0.11,0.18,14412.96,0,0.21,0
1295,2,1921,0.65,0.38,0.29,0.34,3762.79,1,0.22,1
1558,2,4155,0.98,0.25,0.38,0.09,8179.64,0,0.37,1
15,1,4395,0.55,0.16,0.14,0.09,10252.04,1,0.53,1
1043,2,4977,0.30,0.07,0.21,0.20,8938.16,0,0.36,0
256,2,2860,0.40,0.45,0.04,0.34,8836.59,1,0.44,1
569,1,2392,0.20,0.28,0.38,0.21,12436.82,1,0.60,0
1196,0,2024,0.09,0.42,0.30,0.21,5630.26,1,0.08,0
597,2,859,0.02,0.12,0.16,0.25,1714.86,1,0.49,0
1016,0,3886,0.30,0.19,0.29,0.38,13426.32,1,0.12,0
431,0,3810,0.99,0.46,0.15,0.15,4218.66,0,0.26,0
50,0,1294,0.27,0.22,0.34,0.28,1268.27,1,0.28,1
911,1,3757,0.36,0.43,0.24,0.31,9130.22,0,0.33,1
1163,0,4205,0.75,0.23,0.31,0.30,14334.02,1,0.20,1
1830,1,1544,0.42,0.23,0.22,0.22,9358.74,0,0.58,1
795,2,2992,0.65,0.45,0.18,0.21,4099.98,1,0.10,1
1550,1,2847,0.53,0.30,0.18,0.38,1230.00,0,0.13,0
943,1,981,0.63,0.14,0.00,0.09,3978.50,0,0.41,1
750,0,1479,0.56,0.05,0.28,0.15,3009.69,1,0.46,1
405,1,3956,0.88,0.01,0.09,0.19,9950.77,1,0.09,0
1287,1,2086,0.87,0.40,0.37,0.11,12702.01,0,0.33,1
1958,2,1480,0.80,0.00,0.12,0.02,10596.27,0,0.30,0
1500,2,4198,0.25,0.48,0.36,0.13,4162.30,1,0.34,1
1651,1,4537,0.54,0.09,0.06,0.31,10290.16,1,0.46,1
370,1,4966,0.57,0.19,0.31,0.28,5966.04,0,0.45,1
870,0,991,0.54,0.12,0.28,0.11,10812.11,1,0.21,0
838,2,3121,0.95,0.38,0.20,0.22,1192.78,0,0.06,0
752,1,2798,0.65,0.24,0.23,0.36,8602.53,0,0.44,0
615,0,262,0.91,0.11,0.06,0.11,10750.91,0,0.12,1
207,1,715,0.61,0.17,0.02,0.17,8123.73,1,0.36,1
536,1,4330,0.55,0.07,0.09,0.33,6715.55,1,0.06,0
1048,2,2998,0.33,0.02,0.18,0.21,10580.99,0,0.21,0
1127,1,4058,0.80,0.41,0.20,0.03,3557.44,0,0.24,0
1569,2,4197,0.42,0.36,0.00,0.20,7568.06,1,0.16,0
974,0,1667,0.85,0.29,0.29,0.29,7959.01,0,0.56,1
604,2,3875,0.28,0.43,0.37,0.09,10785.47,1,0.45,1
599,1,3080,0.87,0.13,0.09,0.12,4143.12,0,0.02,0
461,1,3386,0.81,0.50,0.16,0.06,8228.49,0,0.55,0
426,2,2222,0.77,0.32,0.24,0.04,948.49,1,0.35,1
711,0,4945,0.70,0.32,0.30,0.10,6508.97,0,0.05,1
1094,2,4430,0.63,0.16,0.09,0.12,14047.16,1,0.11,1
1641,2,251,0.25,0.18,0.14,0.04,11666.05,1,0.23,0
633,0,1152,0.90,0.12,0.02,0.27,4374.70,0,0.55,1
32,2,38,0.83,0.38,0.20,0.18,12536.24,1,0.17,1
29,2,4033,0.87,0.39,0.31,0.37,3570.21,0,0.60,1
1656,2,1428,0.62,0.09,0.15,0.28,4827.72,1,0.47,1
1072,0,4681,0.38,0.19,0.34,0.39,8274.60,0,0.56,1
103,1,4696,0.85,0.27,0.40,0.30,14870.48,0,0.20,1
1038,2,4554,0.31,0.23,0.08,0.13,9504.50,1,0.07,0
1964,0,3665,0.94,0.28,0.10,0.02,13317.50,0,0.19,1
956,2,795,0.12,0.30,0.38,0.32,2794.02,0,0.15,1
630,0,732,0.09,0.40,0.15,0.13,1933.61,0,0.06,1
1959,1,2845,0.87,0.25,0.08,0.24,7147.96,1,0.05,1
1773,1,2782,0.60,0.34,0.25,0.13,9618.13,0,0.42,1
1762,1,2799,0.97,0.46,0.25,0.32,14432.34,0,0.59,1
1271,1,4470,0.45,0.09,0.03,0.09,3175.14,0,0.05,0
1240,1,385,0.30,0.49,0.30,0.02,3118.73,1,0.00,0
1523,2,2953,0.50,0.48,0.12,0.32,13583.07,1,0.33,1
393,2,1151,0.39,0.03,0.29,0.09,10842.03,0,0.06,1
406,1,4622,0.62,0.03,0.19,0.02,5164.96,1,0.40,0
1111,1,1534,0.23,0.06,0.34,0.25,395.17,0,0.30,0
1543,0,3813,0.90,0.03,0.35,0.28,12334.42,1,0.39,1
1049,2,2403,0.33,0.30,0.34,0.26,5967.66,1,0.19,0
118,0,4776,0.17,0.10,0.05,0.28,13344.89,0,0.12,0
954,2,2120,0.54,0.17,0.35,0.30,11872.43,1,0.10,1
932,1,2140,0.10,0.09,0.03,0.23,12490.16,1,0.06,0
1833,1,3723,0.20,0.21,0.19,0.06,6399.03,1,0.24,0
1392,1,331,0.94,0.47,0.04,0.14,10272.94,0,0.38,1
1390,2,4770,0.44,0.19,0.00,0.25,10464.46,1,0.11,0
182,0,4286,0.51,0.10,0.14,0.36,431.65,1,0.49,1
1365,1,2096,0.70,0.42,0.08,0.07,3222.20,1,0.34,1
735,2,4231,0.77,0.17,0.34,0.06,7292.47,1,0.52,1
1935,1,2871,0.76,0.07,0.29,0.39,14579.14,1,0.17,1
1588,0,3383,0.30,0.06,0.29,0.17,3726.41,1,0.00,0
520,2,3701,0.14,0.09,0.10,0.33,3808.50,1,0.32,1
246,0,290,0.34,0.14,0.16,0.23,11159.43,1,0.27,0
611,1,1693,0.77,0.21,0.33,0.31,483.04,1,0.55,1
1323,0,985,0.35,0.14,0.15,0.03,9986.03,0,0.16,0
1464,2,2841,0.40,0.18,0.08,0.11,8669.65,1,0.55,1
1574,2,4123,0.82,0.13,0.14,0.32,14923.74,1,0.05,0
1085,2,230,0.66,0.23,0.35,0.10,6512.57,0,0.17,0
268,1,1536,0.22,0.28,0.05,0.36,12678.16,1,0.23,0
255,2,4232,0.51,0.15,0.14,0.18,813.53,0,0.08,0
1594,0,3390,0.22,0.06,0.13,0.31,10824.05,1,0.35,1
20,1,376,0.57,0.17,0.07,0.36,9256.68,1,0.06,1
106,0,2730,0.58,0.45,0.12,0.23,10064.66,0,0.50,1
315,2,3900,0.50,0.03,0.01,0.25,12294.23,1,0.24,0
276,1,612,0.64,0.20,0.06,0.20,12808.75,1,0.59,0
1156,1,4721,0.20,0.17,0.21,0.32,5238.94,1,0.49,0
50,2,3268,0.62,0.08,0.24,0.06,15024.70,1,0.55,1
1374,2,3687,0.50,0.48,0.28,0.33,10030.07,1,0.07,1
1311,2,2864,0.98,0.50,0.27,0.35,9279.71,1,0.06,1
1853,2,185,0.42,0.18,0.06,0.39,6691.06,1,0.19,0
812,0,3208,0.67,0.40,0.23,0.00,9704.48,1,0.24,1
246,1,2767,0.81,0.48,0.32,0.35,8875.93,0,0.06,1
279,0,2496,0.84,0.07,0.14,0.06,3470.74,0,0.49,1
1968,2,4327,0.71,0.17,0.08,0.27,11939.09,0,0.25,0
1410,2,2683,0.40,0.07,0.37,0.13,7958.23,1,0.15,0
1116,0,1231,0.82,0.49,0.17,0.23,4923.68,0,0.21,0
174,0,2462,0.95,0.10,0.02,0.05,11423.73,0,0.57,1
1257,0,828,0.19,0.10,0.09,0.39,12962.49,1,0.41,0
808,0,1247,0.11,0.16,0.31,0.13,984.66,1,0.35,1
372,0,2525,0.69,0.13,0.35,0.16,12283.36,1,0.16,0
932,2,3230,0.21,0.14,0.12,0.30,12875.48,1,0.22,0
1209,0,4807,0.48,0.01,0.34,0.37,2643.16,0,0.28,0
396,2,2979,0.98,0.08,0.35,0.09,6894.79,0,0.26,0
47,2,2146,0.45,0.26,0.20,0.20,6835.58,0,0.52,0
200,0,3469,0.44,0.35,0.06,0.12,6049.39,1,0.12,0
1624,0,700,0.58,0.33,0.22,0.01,9400.07,0,0.06,1
1756,2,4201,0.90,0.36,0.34,0.05,10009.75,0,0.08,1
123,0,4120,0.99,0.30,0.28,0.33,9569.76,1,0.08,1
436,1,193,0.12,0.19,0.12,0.06,11514.70,1,0.01,0
719,1,3095,0.14,0.43,0.23,0.14,11581.99,0,0.39,0
1393,0,1233,0.99,0.26,0.05,0.22,10751.61,0,0.50,1
1579,1,3142,0.47,0.10,0.18,0.14,4857.21,1,0.39,0
243,1,3862,0.09,0.17,0.21,0.15,12997.64,1,0.45,1
1838,2,3267,0.15,0.40,0.22,0.17,8033.87,1,0.26,0
419,2,4864,0.80,0.48,0.22,0.04,2497.63,0,0.33,1
48,0,475,0.60,0.19,0.01,0.32,11703.98,1,0.53,1
364,0,3779,0.44,0.11,0.25,0.02,15264.91,0,0.09,1
1378,0,4494,0.65,0.14,0.27,0.34,9833.43,1,0.49,1
1744,1,950,0.34,0.31,0.16,0.26,2604.66,1,0.40,1
1597,0,1210,0.56,0.01,0.37,0.23,11226.13,0,0.29,1
1263,2,4857,0.57,0.16,0.24,0.22,14603.99,0,0.53,0
1245,1,3403,0.77,0.23,0.07,0.24,3692.40,1,0.29,0
1600,1,211,0.07,0.27,0.25,0.13,13150.87,1,0.21,0
1868,0,4681,0.57,0.02,0.22,0.20,5040.63,1,0.16,1
1577,2,4361,0.67,0.15,0.03,0.08,7735.38,1,0.39,1
1384,1,988,0.95,0.29,0.38,0.25,3754.07,0,0.09,0
920,1,2047,0.62,0.44,0.11,0.19,14457.75,1,0.25,0
1937,1,1308,0.87,0.42,0.37,0.02,1919.51,1,0.59,1
1643,0,1236,0.98,0.25,0.14,0.33,1049.37,1,0.27,1
1105,2,4592,0.60,0.45,0.15,0.32,11041.90,0,0.48,1
1718,2,77,0.05,0.46,0.37,0.31,6800.71,1,0.08,1
1326,1,4787,0.98,0.35,0.02,0.05,7788.65,1,0.32,1
98,0,1552,0.04,0.19,0.34,0.08,7487.90,0,0.50,1
1931,0,3618,0.20,0.06,0.34,0.02,1785.17,0,0.29,0
1379,2,497,0.73,0.34,0.40,0.17,10863.58,1,0.13,0
1280,2,1911,0.26,0.12,0.38,0.37,3939.38,1,0.12,0
1413,0,3349,0.27,0.23,0.09,0.18,7340.68,1,0.09,0
1089,1,3501,0.10,0.19,0.28,0.29,8308.66,1,0.33,1
436,1,1968,0.68,0.31,0.36,0.12,4567.25,1,0.51,1
767,2,3152,0.21,0.35,0.10,0.13,3403.98,1,0.13,0
1175,0,673,0.73,0.19,0.05,0.20,13067.77,0,0.34,1
479,2,2502,0.44,0.25,0.24,0.00,2207.97,1,0.13,0
973,0,4650,0.44,0.27,0.37,0.30,9207.96,1,0.23,1
1356,2,1424,0.13,0.19,0.34,0.24,5194.97,0,0.42,0
1605,1,4049,0.59,0.13,0.26,0.03,8317.72,1,0.25,0
160,0,1946,0.39,0.35,0.32,0.23,8051.98,0,0.55,1
1554,0,2766,0.70,0.12,0.03,0.04,13660.37,0,0.44,1
1503,1,288,0.18,0.39,0.22,0.07,11601.44,0,0.23,0
1335,2,1048,0.68,0.45,0.33,0.18,13273.55,0,0.56,0
702,1,4673,0.84,0.11,0.18,0.07,3116.15,1,0.37,1
1172,2,3859,0.81,0.23,0.31,0.19,7991.56,0,0.04,0
198,1,495,0.75,0.18,0.26,0.10,11433.70,0,0.19,0
882,2,531,0.82,0.29,0.23,0.10,3859.26,1,0.27,0
212,1,4836,0.51,0.22,0.04,0.25,7491.44,0,0.26,0
1722,1,1341,0.14,0.27,0.26,0.16,14619.65,0,0.18,0
217,0,3348,0.18,0.41,0.30,0.12,11916.84,0,0.57,1
603,2,3144,0.31,0.19,0.16,0.31,5502.17,1,0.57,1
217,2,1132,0.18,0.02,0.22,0.33,10856.93,1,0.10,0
1865,2,484,0.15,0.30,0.15,0.27,5983.92,0,0.31,0
1602,1,4042,0.35,0.37,0.07,0.30,4516.09,0,0.50,0
308,1,1385,0.14,0.02,0.22,0.28,10593.54,0,0.44,0
1669,0,1902,0.18,0.15,0.35,0.36,3792.24,0,0.17,1
1987,0,3485,0.26,0.37,0.16,0.13,2641.33,0,0.46,0
211,1,1004,0.62,0.49,0.06,0.05,14968.90,0,0.58,0
1882,1,2731,0.72,0.45,0.11,0.03,13023.81,0,0.53,1
1430,0,284,0.12,0.24,0.18,0.15,4279.21,1,0.53,0
638,0,3156,0.64,0.35,0.08,0.31,6505.40,1,0.60,1
747,2,912,0.12,0.10,0.26,0.03,10782.85,1,0.10,0
1939,1,3317,0.61,0.20,0.12,0.37,395.49,0,0.10,0
264,1,680,0.50,0.07,0.08,0.32,12598.25,1,0.48,0
1823,2,1252,0.23,0.25,0.06,0.30,11073.36,1,0.51,0
1119,2,877,0.03,0.12,0.32,0.03,14804.85,0,0.08,0
271,2,4919,0.97,0.46,0.34,0.06,3357.67,1,0.46,1
1759,1,4400,0.37,0.35,0.11,0.08,4201.96,1,0.21,1
1044,1,1115,0.05,0.43,0.32,0.12,1246.05,0,0.22,0
755,0,4734,0.37,0.20,0.04,0.06,7495.30,0,0.11,1
1577,0,1901,0.63,0.36,0.20,0.33,13775.42,1,0.35,1
330,1,3042,0.33,0.16,0.37,0.21,9026.91,1,0.42,0
1011,1,4729,0.60,0.39,0.10,0.29,10867.11,1,0.40,1
1473,1,3782,0.75,0.21,0.22,0.35,2000.53,1,0.53,1
